anno_acc,id_ateneo,ateneo_breve,regione_dest,regione_res,imm_fuorisede,isc_fuorisede,imm_totali,isc_totali
2015/2016,06302,Napoli Parthenope,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,2054,13280
2015/2016,06303,Napoli L'Orientale,CAMPANIA,BASILICATA,imm_fs,isc_fs,32,191
2015/2016,06303,Napoli L'Orientale,CAMPANIA,CALABRIA,imm_fs,isc_fs,40,193
2015/2016,06303,Napoli L'Orientale,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,1800,9236
2015/2016,06303,Napoli L'Orientale,CAMPANIA,LAZIO,imm_fs,isc_fs,33,248
2015/2016,06303,Napoli L'Orientale,CAMPANIA,PUGLIA,imm_fs,isc_fs,54,314
2015/2016,06304,Benincasa,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,1170,7768
2015/2016,06306,Napoli II,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,3248,24940
2015/2016,06306,Napoli II,CAMPANIA,INTERNAZIONALE,imm_fs,isc_fs,11,50
2015/2016,06306,Napoli II,CAMPANIA,LAZIO,imm_fs,isc_fs,10,250
2015/2016,06307,Napoli Pegaso,CAMPANIA,BASILICATA,imm_fs,isc_fs,15,134
2015/2016,06307,Napoli Pegaso,CAMPANIA,CALABRIA,imm_fs,isc_fs,63,595
2015/2016,06307,Napoli Pegaso,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,590,5903
2015/2016,06307,Napoli Pegaso,CAMPANIA,EMILIA ROMAGNA,imm_fs,isc_fs,11,216
2015/2016,06307,Napoli Pegaso,CAMPANIA,LAZIO,imm_fs,isc_fs,145,1108
2015/2016,06307,Napoli Pegaso,CAMPANIA,LOMBARDIA,imm_fs,isc_fs,27,450
2015/2016,06307,Napoli Pegaso,CAMPANIA,MOLISE,imm_fs,isc_fs,13,81
2015/2016,06307,Napoli Pegaso,CAMPANIA,PIEMONTE,imm_fs,isc_fs,21,341
2015/2016,06307,Napoli Pegaso,CAMPANIA,PUGLIA,imm_fs,isc_fs,101,825
2015/2016,06307,Napoli Pegaso,CAMPANIA,SICILIA,imm_fs,isc_fs,447,2563
2015/2016,06307,Napoli Pegaso,CAMPANIA,VENETO,imm_fs,isc_fs,10,252
2015/2016,06501,Salerno,CAMPANIA,BASILICATA,imm_fs,isc_fs,126,1205
2015/2016,06501,Salerno,CAMPANIA,CALABRIA,imm_fs,isc_fs,30,351
2015/2016,06501,Salerno,CAMPANIA,CAMPANIA,imm_nfs,isc_nfs,5351,32898
2015/2016,06601,Aquila,ABRUZZO,ABRUZZO,imm_nfs,isc_nfs,1198,10204
2015/2016,06601,Aquila,ABRUZZO,BASILICATA,imm_fs,isc_fs,12,161
2015/2016,06601,Aquila,ABRUZZO,CALABRIA,imm_fs,isc_fs,15,293
2015/2016,06601,Aquila,ABRUZZO,CAMPANIA,imm_fs,isc_fs,46,1122
2015/2016,06601,Aquila,ABRUZZO,LAZIO,imm_fs,isc_fs,341,3567
2015/2016,06601,Aquila,ABRUZZO,MARCHE,imm_fs,isc_fs,33,515
2015/2016,06601,Aquila,ABRUZZO,PUGLIA,imm_fs,isc_fs,49,878
2015/2016,06701,Teramo,ABRUZZO,ABRUZZO,imm_nfs,isc_nfs,749,4616
2015/2016,06701,Teramo,ABRUZZO,CALABRIA,imm_fs,isc_fs,11,43
2015/2016,06701,Teramo,ABRUZZO,LAZIO,imm_fs,isc_fs,39,454
2015/2016,06701,Teramo,ABRUZZO,MARCHE,imm_fs,isc_fs,37,315
2015/2016,06701,Teramo,ABRUZZO,MOLISE,imm_fs,isc_fs,10,97
2015/2016,06701,Teramo,ABRUZZO,PUGLIA,imm_fs,isc_fs,12,223
2015/2016,06901,Chieti e Pescara,ABRUZZO,ABRUZZO,imm_nfs,isc_nfs,2059,14003
2015/2016,06901,Chieti e Pescara,ABRUZZO,BASILICATA,imm_fs,isc_fs,150,952
2015/2016,06901,Chieti e Pescara,ABRUZZO,CALABRIA,imm_fs,isc_fs,49,565
2015/2016,06901,Chieti e Pescara,ABRUZZO,CAMPANIA,imm_fs,isc_fs,206,1496
2015/2016,06901,Chieti e Pescara,ABRUZZO,LAZIO,imm_fs,isc_fs,40,494
2015/2016,06901,Chieti e Pescara,ABRUZZO,MARCHE,imm_fs,isc_fs,62,598
2015/2016,06901,Chieti e Pescara,ABRUZZO,MOLISE,imm_fs,isc_fs,225,1748
2015/2016,06901,Chieti e Pescara,ABRUZZO,PUGLIA,imm_fs,isc_fs,703,5178
2015/2016,07001,Molise,MOLISE,ABRUZZO,imm_fs,isc_fs,17,213
2015/2016,07001,Molise,MOLISE,CAMPANIA,imm_fs,isc_fs,229,1744
2015/2016,07001,Molise,MOLISE,MOLISE,imm_nfs,isc_nfs,523,3786
2015/2016,07001,Molise,MOLISE,PUGLIA,imm_fs,isc_fs,133,955
2015/2016,07101,Foggia,PUGLIA,BASILICATA,imm_fs,isc_fs,45,440
2015/2016,07101,Foggia,PUGLIA,CAMPANIA,imm_fs,isc_fs,12,156
2015/2016,07101,Foggia,PUGLIA,PUGLIA,imm_nfs,isc_nfs,1353,8522
2015/2016,07201,Bari,PUGLIA,BASILICATA,imm_fs,isc_fs,274,2252
2015/2016,07201,Bari,PUGLIA,CALABRIA,imm_fs,isc_fs,50,547
2015/2016,07201,Bari,PUGLIA,INTERNAZIONALE,imm_fs,isc_fs,13,119
2015/2016,07201,Bari,PUGLIA,PUGLIA,imm_nfs,isc_nfs,6873,42804
2015/2016,07202,Bari Politecnico,PUGLIA,BASILICATA,imm_fs,isc_fs,29,349
2015/2016,07202,Bari Politecnico,PUGLIA,PUGLIA,imm_nfs,isc_nfs,1456,9322
2015/2016,07203,Jean Monnet,PUGLIA,PUGLIA,imm_nfs,isc_nfs,130,1144
2015/2016,07501,Salento,PUGLIA,BASILICATA,imm_fs,isc_fs,41,274
2015/2016,07501,Salento,PUGLIA,PUGLIA,imm_nfs,isc_nfs,2809,16466
2015/2016,07601,Basilicata,BASILICATA,BASILICATA,imm_nfs,isc_nfs,731,5332
2015/2016,07601,Basilicata,BASILICATA,CALABRIA,imm_fs,isc_fs,13,91
2015/2016,07601,Basilicata,BASILICATA,CAMPANIA,imm_fs,isc_fs,59,586
2015/2016,07601,Basilicata,BASILICATA,PUGLIA,imm_fs,isc_fs,110,839
2015/2016,07801,Calabria,CALABRIA,BASILICATA,imm_fs,isc_fs,19,220
2015/2016,07801,Calabria,CALABRIA,CALABRIA,imm_nfs,isc_nfs,3854,26134
2015/2016,07801,Calabria,CALABRIA,EMILIA ROMAGNA,imm_fs,isc_fs,138,227
2015/2016,07801,Calabria,CALABRIA,INTERNAZIONALE,imm_fs,isc_fs,30,357
2015/2016,07901,Catanzaro,CALABRIA,CALABRIA,imm_nfs,isc_nfs,1371,9654
2015/2016,08001,Reggio Calabria,CALABRIA,CALABRIA,imm_nfs,isc_nfs,646,5706
2015/2016,08001,Reggio Calabria,CALABRIA,SICILIA,imm_fs,isc_fs,42,478
2015/2016,08003,Reggio Calabria - Dante Alighieri,CALABRIA,CALABRIA,imm_nfs,isc_nfs,105,886
2015/2016,08201,Palermo,SICILIA,INTERNAZIONALE,imm_fs,isc_fs,26,144
2015/2016,08201,Palermo,SICILIA,SICILIA,imm_nfs,isc_nfs,6200,39695
2015/2016,08301,Messina,SICILIA,CALABRIA,imm_fs,isc_fs,671,5727
2015/2016,08301,Messina,SICILIA,SICILIA,imm_nfs,isc_nfs,2402,17624
2015/2016,08601,Enna,SICILIA,SICILIA,imm_nfs,isc_nfs,877,5727
2015/2016,08701,Catania,SICILIA,SICILIA,imm_nfs,isc_nfs,6397,44689
2015/2016,09001,Sassari,SARDEGNA,SARDEGNA,imm_nfs,isc_nfs,1669,12012
2015/2016,09201,Cagliari,SARDEGNA,INTERNAZIONALE,imm_fs,isc_fs,11,105
2015/2016,09201,Cagliari,SARDEGNA,SARDEGNA,imm_nfs,isc_nfs,3929,25859
2016/2017,00101,Torino,PIEMONTE,ABRUZZO,imm_fs,isc_fs,10,212
2016/2017,00101,Torino,PIEMONTE,BASILICATA,imm_fs,isc_fs,73,298
2016/2017,00101,Torino,PIEMONTE,CALABRIA,imm_fs,isc_fs,131,751
2016/2017,00101,Torino,PIEMONTE,CAMPANIA,imm_fs,isc_fs,26,435
2016/2017,00101,Torino,PIEMONTE,INTERNAZIONALE,imm_fs,isc_fs,191,998
2016/2017,00101,Torino,PIEMONTE,LAZIO,imm_fs,isc_fs,18,415
2016/2017,00101,Torino,PIEMONTE,LIGURIA,imm_fs,isc_fs,318,1566
2016/2017,00101,Torino,PIEMONTE,LOMBARDIA,imm_fs,isc_fs,93,1132
2016/2017,00101,Torino,PIEMONTE,PIEMONTE,imm_nfs,isc_nfs,10441,55255
2016/2017,00101,Torino,PIEMONTE,PUGLIA,imm_fs,isc_fs,240,1611
2016/2017,00101,Torino,PIEMONTE,SARDEGNA,imm_fs,isc_fs,102,657
2016/2017,00101,Torino,PIEMONTE,SICILIA,imm_fs,isc_fs,303,2148
2016/2017,00101,Torino,PIEMONTE,TOSCANA,imm_fs,isc_fs,11,353
2016/2017,00101,Torino,PIEMONTE,VALLE D'AOSTA,imm_fs,isc_fs,227,1189
2016/2017,00102,Torino Politecnico,PIEMONTE,ABRUZZO,imm_fs,isc_fs,94,552
2016/2017,00102,Torino Politecnico,PIEMONTE,BASILICATA,imm_fs,isc_fs,100,549
2016/2017,00102,Torino Politecnico,PIEMONTE,CALABRIA,imm_fs,isc_fs,82,668
2016/2017,00102,Torino Politecnico,PIEMONTE,CAMPANIA,imm_fs,isc_fs,87,885
2016/2017,00102,Torino Politecnico,PIEMONTE,EMILIA ROMAGNA,imm_fs,isc_fs,16,363
2016/2017,00102,Torino Politecnico,PIEMONTE,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,26,160
2016/2017,00102,Torino Politecnico,PIEMONTE,INTERNAZIONALE,imm_fs,isc_fs,446,2706
2016/2017,00102,Torino Politecnico,PIEMONTE,LAZIO,imm_fs,isc_fs,111,597
2016/2017,00102,Torino Politecnico,PIEMONTE,LIGURIA,imm_fs,isc_fs,145,767
2016/2017,00102,Torino Politecnico,PIEMONTE,LOMBARDIA,imm_fs,isc_fs,44,480
2016/2017,00102,Torino Politecnico,PIEMONTE,MARCHE,imm_fs,isc_fs,37,307
2016/2017,00102,Torino Politecnico,PIEMONTE,MOLISE,imm_fs,isc_fs,42,178
2016/2017,00102,Torino Politecnico,PIEMONTE,PIEMONTE,imm_nfs,isc_nfs,2385,14648
2016/2017,00102,Torino Politecnico,PIEMONTE,PUGLIA,imm_fs,isc_fs,497,3075
2016/2017,00102,Torino Politecnico,PIEMONTE,SARDEGNA,imm_fs,isc_fs,105,891
2016/2017,00102,Torino Politecnico,PIEMONTE,SICILIA,imm_fs,isc_fs,482,3042
2016/2017,00102,Torino Politecnico,PIEMONTE,UMBRIA,imm_fs,isc_fs,14,184
2016/2017,00102,Torino Politecnico,PIEMONTE,VALLE D'AOSTA,imm_fs,isc_fs,60,332
2016/2017,00102,Torino Politecnico,PIEMONTE,VENETO,imm_fs,isc_fs,23,270
2016/2017,00201,Piemonte Orientale,PIEMONTE,CALABRIA,imm_fs,isc_fs,14,60
2016/2017,00201,Piemonte Orientale,PIEMONTE,LIGURIA,imm_fs,isc_fs,11,68
2016/2017,00201,Piemonte Orientale,PIEMONTE,LOMBARDIA,imm_fs,isc_fs,875,2210
2016/2017,00201,Piemonte Orientale,PIEMONTE,PIEMONTE,imm_nfs,isc_nfs,2063,8389
2016/2017,00201,Piemonte Orientale,PIEMONTE,PUGLIA,imm_fs,isc_fs,30,108
2016/2017,00201,Piemonte Orientale,PIEMONTE,SICILIA,imm_fs,isc_fs,205,583
2016/2017,00201,Piemonte Orientale,PIEMONTE,TRENTO,imm_fs,isc_fs,20,23
2016/2017,00201,Piemonte Orientale,PIEMONTE,VALLE D'AOSTA,imm_fs,isc_fs,16,37
2016/2017,00401,Scienze Gastronomiche,PIEMONTE,INTERNAZIONALE,imm_fs,isc_fs,23,66
2016/2017,00401,Scienze Gastronomiche,PIEMONTE,PIEMONTE,imm_nfs,isc_nfs,19,113
2016/2017,00701,Aosta,VALLE D'AOSTA,PIEMONTE,imm_fs,isc_fs,41,248
2016/2017,00701,Aosta,VALLE D'AOSTA,VALLE D'AOSTA,imm_nfs,isc_nfs,119,669
2016/2017,01001,Genova,LIGURIA,CALABRIA,imm_fs,isc_fs,11,119
2016/2017,01001,Genova,LIGURIA,LIGURIA,imm_nfs,isc_nfs,4665,25959
2016/2017,01001,Genova,LIGURIA,LOMBARDIA,imm_fs,isc_fs,42,669
2016/2017,01001,Genova,LIGURIA,PIEMONTE,imm_fs,isc_fs,389,2649
2016/2017,01001,Genova,LIGURIA,SARDEGNA,imm_fs,isc_fs,10,250
2016/2017,01001,Genova,LIGURIA,SICILIA,imm_fs,isc_fs,28,394
2016/2017,01001,Genova,LIGURIA,TOSCANA,imm_fs,isc_fs,38,519
2016/2017,01201,LIUC,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,227,1274
2016/2017,01201,LIUC,LOMBARDIA,PIEMONTE,imm_fs,isc_fs,28,159
2016/2017,01202,Insubria,LOMBARDIA,INTERNAZIONALE,imm_fs,isc_fs,36,220
2016/2017,01202,Insubria,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,2064,8572
2016/2017,01202,Insubria,LOMBARDIA,PIEMONTE,imm_fs,isc_fs,50,220
2016/2017,01301,Novedrate,LOMBARDIA,BASILICATA,imm_fs,isc_fs,15,137
2016/2017,01301,Novedrate,LOMBARDIA,CALABRIA,imm_fs,isc_fs,31,387
2016/2017,01301,Novedrate,LOMBARDIA,CAMPANIA,imm_fs,isc_fs,55,872
2016/2017,01301,Novedrate,LOMBARDIA,EMILIA ROMAGNA,imm_fs,isc_fs,10,389
2016/2017,01301,Novedrate,LOMBARDIA,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,12,126
2016/2017,01301,Novedrate,LOMBARDIA,INTERNAZIONALE,imm_fs,isc_fs,11,75
2016/2017,01301,Novedrate,LOMBARDIA,LAZIO,imm_fs,isc_fs,81,1200
2016/2017,01301,Novedrate,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,191,1646
2016/2017,01301,Novedrate,LOMBARDIA,PIEMONTE,imm_fs,isc_fs,56,522
2016/2017,01301,Novedrate,LOMBARDIA,PUGLIA,imm_fs,isc_fs,80,841
2016/2017,01301,Novedrate,LOMBARDIA,SARDEGNA,imm_fs,isc_fs,12,198
2016/2017,01301,Novedrate,LOMBARDIA,SICILIA,imm_fs,isc_fs,92,1114
2016/2017,01301,Novedrate,LOMBARDIA,TOSCANA,imm_fs,isc_fs,25,436
2016/2017,01301,Novedrate,LOMBARDIA,VENETO,imm_fs,isc_fs,82,557
2016/2017,01501,Milano,LOMBARDIA,ABRUZZO,imm_fs,isc_fs,37,243
2016/2017,01501,Milano,LOMBARDIA,BASILICATA,imm_fs,isc_fs,31,227
2016/2017,01501,Milano,LOMBARDIA,CALABRIA,imm_fs,isc_fs,133,756
2016/2017,01501,Milano,LOMBARDIA,CAMPANIA,imm_fs,isc_fs,35,383
2016/2017,01501,Milano,LOMBARDIA,EMILIA ROMAGNA,imm_fs,isc_fs,158,1007
2016/2017,01501,Milano,LOMBARDIA,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,19,156
2016/2017,01501,Milano,LOMBARDIA,INTERNAZIONALE,imm_fs,isc_fs,138,775
2016/2017,01501,Milano,LOMBARDIA,LAZIO,imm_fs,isc_fs,17,258
2016/2017,01501,Milano,LOMBARDIA,LIGURIA,imm_fs,isc_fs,74,503
2016/2017,01501,Milano,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,9302,49061
2016/2017,01501,Milano,LOMBARDIA,MARCHE,imm_fs,isc_fs,14,232
2016/2017,01501,Milano,LOMBARDIA,PIEMONTE,imm_fs,isc_fs,407,2294
2016/2017,01501,Milano,LOMBARDIA,PUGLIA,imm_fs,isc_fs,150,992
2016/2017,01501,Milano,LOMBARDIA,SARDEGNA,imm_fs,isc_fs,16,247
2016/2017,01501,Milano,LOMBARDIA,SICILIA,imm_fs,isc_fs,192,1159
2016/2017,01501,Milano,LOMBARDIA,TOSCANA,imm_fs,isc_fs,11,274
2016/2017,01501,Milano,LOMBARDIA,TRENTO,imm_fs,isc_fs,26,176
2016/2017,01501,Milano,LOMBARDIA,VALLE D'AOSTA,imm_fs,isc_fs,12,64
2016/2017,01501,Milano,LOMBARDIA,VENETO,imm_fs,isc_fs,107,688
2016/2017,01502,Milano Politecnico,LOMBARDIA,ABRUZZO,imm_fs,isc_fs,125,655
2016/2017,01502,Milano Politecnico,LOMBARDIA,BASILICATA,imm_fs,isc_fs,45,210
2016/2017,01502,Milano Politecnico,LOMBARDIA,CALABRIA,imm_fs,isc_fs,67,429
2016/2017,01502,Milano Politecnico,LOMBARDIA,CAMPANIA,imm_fs,isc_fs,72,599
2016/2017,01502,Milano Politecnico,LOMBARDIA,EMILIA ROMAGNA,imm_fs,isc_fs,416,2241
2016/2017,01502,Milano Politecnico,LOMBARDIA,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,55,378
2016/2017,01502,Milano Politecnico,LOMBARDIA,INTERNAZIONALE,imm_fs,isc_fs,158,3963
2016/2017,01502,Milano Politecnico,LOMBARDIA,LAZIO,imm_fs,isc_fs,126,619
2016/2017,01502,Milano Politecnico,LOMBARDIA,LIGURIA,imm_fs,isc_fs,66,375
2016/2017,01502,Milano Politecnico,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,4993,25889
2016/2017,01502,Milano Politecnico,LOMBARDIA,MARCHE,imm_fs,isc_fs,84,523
2016/2017,01502,Milano Politecnico,LOMBARDIA,MOLISE,imm_fs,isc_fs,18,119
2016/2017,01502,Milano Politecnico,LOMBARDIA,PIEMONTE,imm_fs,isc_fs,217,1384
2016/2017,01502,Milano Politecnico,LOMBARDIA,PUGLIA,imm_fs,isc_fs,198,1157
2016/2017,01502,Milano Politecnico,LOMBARDIA,SICILIA,imm_fs,isc_fs,95,910
2016/2017,01502,Milano Politecnico,LOMBARDIA,TOSCANA,imm_fs,isc_fs,69,641
2016/2017,01502,Milano Politecnico,LOMBARDIA,TRENTO,imm_fs,isc_fs,34,202
2016/2017,01502,Milano Politecnico,LOMBARDIA,UMBRIA,imm_fs,isc_fs,43,264
2016/2017,01502,Milano Politecnico,LOMBARDIA,VENETO,imm_fs,isc_fs,265,1605
2016/2017,01503,Milano Bocconi,LOMBARDIA,ABRUZZO,imm_fs,isc_fs,50,253
2016/2017,01503,Milano Bocconi,LOMBARDIA,BASILICATA,imm_fs,isc_fs,13,137
2016/2017,01503,Milano Bocconi,LOMBARDIA,BOLZANO,imm_fs,isc_fs,18,55
2016/2017,01503,Milano Bocconi,LOMBARDIA,CALABRIA,imm_fs,isc_fs,31,314
2016/2017,01503,Milano Bocconi,LOMBARDIA,CAMPANIA,imm_fs,isc_fs,117,713
2016/2017,01503,Milano Bocconi,LOMBARDIA,EMILIA ROMAGNA,imm_fs,isc_fs,163,783
2016/2017,01503,Milano Bocconi,LOMBARDIA,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,23,177
2016/2017,01503,Milano Bocconi,LOMBARDIA,INTERNAZIONALE,imm_fs,isc_fs,441,1640
2016/2017,01503,Milano Bocconi,LOMBARDIA,LAZIO,imm_fs,isc_fs,116,704
2016/2017,01503,Milano Bocconi,LOMBARDIA,LIGURIA,imm_fs,isc_fs,32,269
2016/2017,01503,Milano Bocconi,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,851,3984
2016/2017,01503,Milano Bocconi,LOMBARDIA,MARCHE,imm_fs,isc_fs,49,275
2016/2017,01503,Milano Bocconi,LOMBARDIA,MOLISE,imm_fs,isc_fs,11,76
2016/2017,01503,Milano Bocconi,LOMBARDIA,PIEMONTE,imm_fs,isc_fs,133,705
2016/2017,01503,Milano Bocconi,LOMBARDIA,PUGLIA,imm_fs,isc_fs,186,953
2016/2017,01503,Milano Bocconi,LOMBARDIA,SARDEGNA,imm_fs,isc_fs,13,142
2016/2017,01503,Milano Bocconi,LOMBARDIA,SICILIA,imm_fs,isc_fs,105,681
2016/2017,01503,Milano Bocconi,LOMBARDIA,TOSCANA,imm_fs,isc_fs,48,410
2016/2017,01503,Milano Bocconi,LOMBARDIA,TRENTO,imm_fs,isc_fs,16,81
2016/2017,01503,Milano Bocconi,LOMBARDIA,UMBRIA,imm_fs,isc_fs,18,164
2016/2017,01503,Milano Bocconi,LOMBARDIA,VENETO,imm_fs,isc_fs,139,737
2016/2017,01504,Milano Cattolica,LOMBARDIA,ABRUZZO,imm_fs,isc_fs,51,449
2016/2017,01504,Milano Cattolica,LOMBARDIA,BASILICATA,imm_fs,isc_fs,113,701
2016/2017,01504,Milano Cattolica,LOMBARDIA,BOLZANO,imm_fs,isc_fs,43,172
2016/2017,01504,Milano Cattolica,LOMBARDIA,CALABRIA,imm_fs,isc_fs,79,765
2016/2017,01504,Milano Cattolica,LOMBARDIA,CAMPANIA,imm_fs,isc_fs,148,1080
2016/2017,01504,Milano Cattolica,LOMBARDIA,EMILIA ROMAGNA,imm_fs,isc_fs,375,2061
2016/2017,01504,Milano Cattolica,LOMBARDIA,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,11,145
2016/2017,01504,Milano Cattolica,LOMBARDIA,INTERNAZIONALE,imm_fs,isc_fs,157,351
2016/2017,01504,Milano Cattolica,LOMBARDIA,LAZIO,imm_fs,isc_fs,291,1655
2016/2017,01504,Milano Cattolica,LOMBARDIA,LIGURIA,imm_fs,isc_fs,102,484
2016/2017,01504,Milano Cattolica,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,4672,21738
2016/2017,01504,Milano Cattolica,LOMBARDIA,MARCHE,imm_fs,isc_fs,62,410
2016/2017,01504,Milano Cattolica,LOMBARDIA,MOLISE,imm_fs,isc_fs,26,137
2016/2017,01504,Milano Cattolica,LOMBARDIA,PIEMONTE,imm_fs,isc_fs,309,1555
2016/2017,01504,Milano Cattolica,LOMBARDIA,PUGLIA,imm_fs,isc_fs,288,1958
2016/2017,01504,Milano Cattolica,LOMBARDIA,SARDEGNA,imm_fs,isc_fs,26,257
2016/2017,01504,Milano Cattolica,LOMBARDIA,SICILIA,imm_fs,isc_fs,192,1633
2016/2017,01504,Milano Cattolica,LOMBARDIA,TOSCANA,imm_fs,isc_fs,33,391
2016/2017,01504,Milano Cattolica,LOMBARDIA,TRENTO,imm_fs,isc_fs,14,141
2016/2017,01504,Milano Cattolica,LOMBARDIA,VALLE D'AOSTA,imm_fs,isc_fs,11,56
2016/2017,01504,Milano Cattolica,LOMBARDIA,VENETO,imm_fs,isc_fs,142,806
2016/2017,01505,IULM,LOMBARDIA,EMILIA ROMAGNA,imm_fs,isc_fs,11,223
2016/2017,01505,IULM,LOMBARDIA,LAZIO,imm_fs,isc_fs,11,74
2016/2017,01505,IULM,LOMBARDIA,LIGURIA,imm_fs,isc_fs,11,138
2016/2017,01505,IULM,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,796,2957
2016/2017,01505,IULM,LOMBARDIA,PIEMONTE,imm_fs,isc_fs,68,326
2016/2017,01505,IULM,LOMBARDIA,PUGLIA,imm_fs,isc_fs,25,193
2016/2017,01505,IULM,LOMBARDIA,SICILIA,imm_fs,isc_fs,22,251
2016/2017,01505,IULM,LOMBARDIA,VENETO,imm_fs,isc_fs,69,272
2016/2017,01508,Milano San Raffaele,LOMBARDIA,INTERNAZIONALE,imm_fs,isc_fs,17,100
2016/2017,01508,Milano San Raffaele,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,198,1231
2016/2017,01508,Milano San Raffaele,LOMBARDIA,PUGLIA,imm_fs,isc_fs,12,169
2016/2017,01509,Milano Bicocca,LOMBARDIA,BASILICATA,imm_fs,isc_fs,11,98
2016/2017,01509,Milano Bicocca,LOMBARDIA,CALABRIA,imm_fs,isc_fs,35,408
2016/2017,01509,Milano Bicocca,LOMBARDIA,CAMPANIA,imm_fs,isc_fs,10,229
2016/2017,01509,Milano Bicocca,LOMBARDIA,EMILIA ROMAGNA,imm_fs,isc_fs,36,385
2016/2017,01509,Milano Bicocca,LOMBARDIA,INTERNAZIONALE,imm_fs,isc_fs,55,250
2016/2017,01509,Milano Bicocca,LOMBARDIA,LIGURIA,imm_fs,isc_fs,11,233
2016/2017,01509,Milano Bicocca,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,5105,27832
2016/2017,01509,Milano Bicocca,LOMBARDIA,PIEMONTE,imm_fs,isc_fs,168,1167
2016/2017,01509,Milano Bicocca,LOMBARDIA,PUGLIA,imm_fs,isc_fs,39,570
2016/2017,01509,Milano Bicocca,LOMBARDIA,TRENTO,imm_fs,isc_fs,11,55
2016/2017,01509,Milano Bicocca,LOMBARDIA,VENETO,imm_fs,isc_fs,16,224
2016/2017,01510,Humanitas University,LOMBARDIA,INTERNAZIONALE,imm_fs,isc_fs,71,101
2016/2017,01510,Humanitas University,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,51,283
2016/2017,01601,Bergamo,LOMBARDIA,INTERNAZIONALE,imm_fs,isc_fs,16,139
2016/2017,01601,Bergamo,LOMBARDIA,LAZIO,imm_fs,isc_fs,11,102
2016/2017,01601,Bergamo,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,3532,15838
2016/2017,01701,Brescia,LOMBARDIA,INTERNAZIONALE,imm_fs,isc_fs,12,65
2016/2017,01701,Brescia,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,2455,12964
2016/2017,01701,Brescia,LOMBARDIA,TRENTO,imm_fs,isc_fs,23,107
2016/2017,01701,Brescia,LOMBARDIA,VENETO,imm_fs,isc_fs,65,372
2016/2017,01801,Pavia,LOMBARDIA,BASILICATA,imm_fs,isc_fs,12,101
2016/2017,01801,Pavia,LOMBARDIA,CALABRIA,imm_fs,isc_fs,46,430
2016/2017,01801,Pavia,LOMBARDIA,EMILIA ROMAGNA,imm_fs,isc_fs,102,631
2016/2017,01801,Pavia,LOMBARDIA,INTERNAZIONALE,imm_fs,isc_fs,78,426
2016/2017,01801,Pavia,LOMBARDIA,LAZIO,imm_fs,isc_fs,10,94
2016/2017,01801,Pavia,LOMBARDIA,LIGURIA,imm_fs,isc_fs,109,541
2016/2017,01801,Pavia,LOMBARDIA,LOMBARDIA,imm_nfs,isc_nfs,2900,13867
2016/2017,01801,Pavia,LOMBARDIA,PIEMONTE,imm_fs,isc_fs,462,2247
2016/2017,01801,Pavia,LOMBARDIA,PUGLIA,imm_fs,isc_fs,142,803
2016/2017,01801,Pavia,LOMBARDIA,SICILIA,imm_fs,isc_fs,255,1204
2016/2017,01801,Pavia,LOMBARDIA,TRENTO,imm_fs,isc_fs,13,78
2016/2017,02101,Bolzano,BOLZANO,BOLZANO,imm_nfs,isc_nfs,342,1872
2016/2017,02101,Bolzano,BOLZANO,INTERNAZIONALE,imm_fs,isc_fs,52,352
2016/2017,02101,Bolzano,BOLZANO,TRENTO,imm_fs,isc_fs,129,484
2016/2017,02101,Bolzano,BOLZANO,VENETO,imm_fs,isc_fs,48,258
2016/2017,02201,Trento,TRENTO,BOLZANO,imm_fs,isc_fs,118,971
2016/2017,02201,Trento,TRENTO,EMILIA ROMAGNA,imm_fs,isc_fs,18,353
2016/2017,02201,Trento,TRENTO,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,46,213
2016/2017,02201,Trento,TRENTO,LAZIO,imm_fs,isc_fs,24,152
2016/2017,02201,Trento,TRENTO,LOMBARDIA,imm_fs,isc_fs,219,1148
