anno_acc,id_ateneo,ateneo_breve,regione_dest,regione_res,imm_fuorisede,isc_fuorisede,imm_totali,isc_totali
2016/2017,02201,Trento,TRENTO,MARCHE,imm_fs,isc_fs,10,137
2016/2017,02201,Trento,TRENTO,PUGLIA,imm_fs,isc_fs,111,484
2016/2017,02201,Trento,TRENTO,SICILIA,imm_fs,isc_fs,45,366
2016/2017,02201,Trento,TRENTO,TRENTO,imm_nfs,isc_nfs,1081,6033
2016/2017,02201,Trento,TRENTO,VENETO,imm_fs,isc_fs,989,5215
2016/2017,02301,Verona,VENETO,BOLZANO,imm_fs,isc_fs,172,705
2016/2017,02301,Verona,VENETO,EMILIA ROMAGNA,imm_fs,isc_fs,29,364
2016/2017,02301,Verona,VENETO,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,17,153
2016/2017,02301,Verona,VENETO,INTERNAZIONALE,imm_fs,isc_fs,31,164
2016/2017,02301,Verona,VENETO,LOMBARDIA,imm_fs,isc_fs,641,3031
2016/2017,02301,Verona,VENETO,SICILIA,imm_fs,isc_fs,43,355
2016/2017,02301,Verona,VENETO,TRENTO,imm_fs,isc_fs,509,2156
2016/2017,02301,Verona,VENETO,VENETO,imm_nfs,isc_nfs,3051,15611
2016/2017,02701,Ca Foscari,VENETO,ABRUZZO,imm_fs,isc_fs,10,110
2016/2017,02701,Ca Foscari,VENETO,EMILIA ROMAGNA,imm_fs,isc_fs,104,703
2016/2017,02701,Ca Foscari,VENETO,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,170,1010
2016/2017,02701,Ca Foscari,VENETO,INTERNAZIONALE,imm_fs,isc_fs,39,283
2016/2017,02701,Ca Foscari,VENETO,LOMBARDIA,imm_fs,isc_fs,156,905
2016/2017,02701,Ca Foscari,VENETO,MARCHE,imm_fs,isc_fs,14,210
2016/2017,02701,Ca Foscari,VENETO,PUGLIA,imm_fs,isc_fs,11,234
2016/2017,02701,Ca Foscari,VENETO,TRENTO,imm_fs,isc_fs,42,167
2016/2017,02701,Ca Foscari,VENETO,UMBRIA,imm_fs,isc_fs,11,67
2016/2017,02701,Ca Foscari,VENETO,VENETO,imm_nfs,isc_nfs,2786,14512
2016/2017,02702,IUAV,VENETO,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,37,266
2016/2017,02702,IUAV,VENETO,INTERNAZIONALE,imm_fs,isc_fs,15,117
2016/2017,02702,IUAV,VENETO,TRENTO,imm_fs,isc_fs,21,103
2016/2017,02702,IUAV,VENETO,VENETO,imm_nfs,isc_nfs,464,2877
2016/2017,02801,Padova,VENETO,ABRUZZO,imm_fs,isc_fs,37,256
2016/2017,02801,Padova,VENETO,BOLZANO,imm_fs,isc_fs,37,245
2016/2017,02801,Padova,VENETO,CALABRIA,imm_fs,isc_fs,26,269
2016/2017,02801,Padova,VENETO,CAMPANIA,imm_fs,isc_fs,22,298
2016/2017,02801,Padova,VENETO,EMILIA ROMAGNA,imm_fs,isc_fs,120,1012
2016/2017,02801,Padova,VENETO,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,342,1853
2016/2017,02801,Padova,VENETO,INTERNAZIONALE,imm_fs,isc_fs,117,803
2016/2017,02801,Padova,VENETO,LAZIO,imm_fs,isc_fs,18,274
2016/2017,02801,Padova,VENETO,LOMBARDIA,imm_fs,isc_fs,271,1855
2016/2017,02801,Padova,VENETO,MARCHE,imm_fs,isc_fs,84,502
2016/2017,02801,Padova,VENETO,PUGLIA,imm_fs,isc_fs,86,780
2016/2017,02801,Padova,VENETO,SICILIA,imm_fs,isc_fs,101,829
2016/2017,02801,Padova,VENETO,TRENTO,imm_fs,isc_fs,166,1105
2016/2017,02801,Padova,VENETO,UMBRIA,imm_fs,isc_fs,12,140
2016/2017,02801,Padova,VENETO,VENETO,imm_nfs,isc_nfs,9411,46449
2016/2017,03001,Udine,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,imm_nfs,isc_nfs,2242,10864
2016/2017,03001,Udine,FRIULI VENEZIA GIULIA,INTERNAZIONALE,imm_fs,isc_fs,24,182
2016/2017,03001,Udine,FRIULI VENEZIA GIULIA,SICILIA,imm_fs,isc_fs,12,172
2016/2017,03001,Udine,FRIULI VENEZIA GIULIA,TRENTO,imm_fs,isc_fs,28,133
2016/2017,03001,Udine,FRIULI VENEZIA GIULIA,VENETO,imm_fs,isc_fs,625,3142
2016/2017,03201,Trieste,FRIULI VENEZIA GIULIA,FRIULI VENEZIA GIULIA,imm_nfs,isc_nfs,1597,9149
2016/2017,03201,Trieste,FRIULI VENEZIA GIULIA,INTERNAZIONALE,imm_fs,isc_fs,103,802
2016/2017,03201,Trieste,FRIULI VENEZIA GIULIA,LOMBARDIA,imm_fs,isc_fs,12,224
2016/2017,03201,Trieste,FRIULI VENEZIA GIULIA,SICILIA,imm_fs,isc_fs,10,276
2016/2017,03201,Trieste,FRIULI VENEZIA GIULIA,TRENTO,imm_fs,isc_fs,12,60
2016/2017,03201,Trieste,FRIULI VENEZIA GIULIA,VENETO,imm_fs,isc_fs,522,3133
2016/2017,03401,Parma,EMILIA ROMAGNA,ABRUZZO,imm_fs,isc_fs,38,237
2016/2017,03401,Parma,EMILIA ROMAGNA,BASILICATA,imm_fs,isc_fs,59,314
2016/2017,03401,Parma,EMILIA ROMAGNA,CALABRIA,imm_fs,isc_fs,83,594
2016/2017,03401,Parma,EMILIA ROMAGNA,CAMPANIA,imm_fs,isc_fs,30,288
2016/2017,03401,Parma,EMILIA ROMAGNA,EMILIA ROMAGNA,imm_nfs,isc_nfs,2499,12548
2016/2017,03401,Parma,EMILIA ROMAGNA,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,12,88
2016/2017,03401,Parma,EMILIA ROMAGNA,INTERNAZIONALE,imm_fs,isc_fs,40,220
2016/2017,03401,Parma,EMILIA ROMAGNA,LAZIO,imm_fs,isc_fs,14,123
2016/2017,03401,Parma,EMILIA ROMAGNA,LIGURIA,imm_fs,isc_fs,80,490
2016/2017,03401,Parma,EMILIA ROMAGNA,LOMBARDIA,imm_fs,isc_fs,691,3502
2016/2017,03401,Parma,EMILIA ROMAGNA,PUGLIA,imm_fs,isc_fs,339,1946
2016/2017,03401,Parma,EMILIA ROMAGNA,SARDEGNA,imm_fs,isc_fs,12,155
2016/2017,03401,Parma,EMILIA ROMAGNA,SICILIA,imm_fs,isc_fs,339,1542
2016/2017,03401,Parma,EMILIA ROMAGNA,TOSCANA,imm_fs,isc_fs,100,646
2016/2017,03401,Parma,EMILIA ROMAGNA,TRENTO,imm_fs,isc_fs,31,135
2016/2017,03401,Parma,EMILIA ROMAGNA,VENETO,imm_fs,isc_fs,96,555
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,ABRUZZO,imm_fs,isc_fs,55,246
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,BASILICATA,imm_fs,isc_fs,37,199
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,BOLZANO,imm_fs,isc_fs,11,45
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,CALABRIA,imm_fs,isc_fs,18,307
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,CAMPANIA,imm_fs,isc_fs,32,341
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,EMILIA ROMAGNA,imm_nfs,isc_nfs,3583,16279
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,INTERNAZIONALE,imm_fs,isc_fs,51,219
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,LAZIO,imm_fs,isc_fs,33,257
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,LOMBARDIA,imm_fs,isc_fs,205,1214
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,MARCHE,imm_fs,isc_fs,26,235
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,MOLISE,imm_fs,isc_fs,13,56
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,PUGLIA,imm_fs,isc_fs,179,975
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,SICILIA,imm_fs,isc_fs,46,637
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,TRENTO,imm_fs,isc_fs,10,91
2016/2017,03601,Modena e Reggio Emilia,EMILIA ROMAGNA,VENETO,imm_fs,isc_fs,47,459
2016/2017,03701,Bologna,EMILIA ROMAGNA,ABRUZZO,imm_fs,isc_fs,430,2491
2016/2017,03701,Bologna,EMILIA ROMAGNA,BASILICATA,imm_fs,isc_fs,98,899
2016/2017,03701,Bologna,EMILIA ROMAGNA,BOLZANO,imm_fs,isc_fs,32,285
2016/2017,03701,Bologna,EMILIA ROMAGNA,CALABRIA,imm_fs,isc_fs,225,1724
2016/2017,03701,Bologna,EMILIA ROMAGNA,CAMPANIA,imm_fs,isc_fs,186,1596
2016/2017,03701,Bologna,EMILIA ROMAGNA,EMILIA ROMAGNA,imm_nfs,isc_nfs,8246,42890
2016/2017,03701,Bologna,EMILIA ROMAGNA,FRIULI VENEZIA GIULIA,imm_fs,isc_fs,60,594
2016/2017,03701,Bologna,EMILIA ROMAGNA,INTERNAZIONALE,imm_fs,isc_fs,373,2394
2016/2017,03701,Bologna,EMILIA ROMAGNA,LAZIO,imm_fs,isc_fs,159,1113
2016/2017,03701,Bologna,EMILIA ROMAGNA,LIGURIA,imm_fs,isc_fs,43,422
2016/2017,03701,Bologna,EMILIA ROMAGNA,LOMBARDIA,imm_fs,isc_fs,346,2458
2016/2017,03701,Bologna,EMILIA ROMAGNA,MARCHE,imm_fs,isc_fs,893,4832
2016/2017,03701,Bologna,EMILIA ROMAGNA,MOLISE,imm_fs,isc_fs,75,607
2016/2017,03701,Bologna,EMILIA ROMAGNA,PIEMONTE,imm_fs,isc_fs,31,510
2016/2017,03701,Bologna,EMILIA ROMAGNA,PUGLIA,imm_fs,isc_fs,574,3924
2016/2017,03701,Bologna,EMILIA ROMAGNA,SARDEGNA,imm_fs,isc_fs,103,925
2016/2017,03701,Bologna,EMILIA ROMAGNA,SICILIA,imm_fs,isc_fs,369,3298
2016/2017,03701,Bologna,EMILIA ROMAGNA,TOSCANA,imm_fs,isc_fs,479,2531
2016/2017,03701,Bologna,EMILIA ROMAGNA,TRENTO,imm_fs,isc_fs,109,629
2016/2017,03701,Bologna,EMILIA ROMAGNA,UMBRIA,imm_fs,isc_fs,173,788
2016/2017,03701,Bologna,EMILIA ROMAGNA,VALLE D'AOSTA,imm_fs,isc_fs,11,47
2016/2017,03701,Bologna,EMILIA ROMAGNA,VENETO,imm_fs,isc_fs,540,3559
2016/2017,03801,Ferrara,EMILIA ROMAGNA,ABRUZZO,imm_fs,isc_fs,11,125
2016/2017,03801,Ferrara,EMILIA ROMAGNA,BASILICATA,imm_fs,isc_fs,12,99
2016/2017,03801,Ferrara,EMILIA ROMAGNA,BOLZANO,imm_fs,isc_fs,16,78
2016/2017,03801,Ferrara,EMILIA ROMAGNA,EMILIA ROMAGNA,imm_nfs,isc_nfs,1266,6688
2016/2017,03801,Ferrara,EMILIA ROMAGNA,INTERNAZIONALE,imm_fs,isc_fs,27,140
2016/2017,03801,Ferrara,EMILIA ROMAGNA,LOMBARDIA,imm_fs,isc_fs,58,385
2016/2017,03801,Ferrara,EMILIA ROMAGNA,MARCHE,imm_fs,isc_fs,24,178
2016/2017,03801,Ferrara,EMILIA ROMAGNA,PUGLIA,imm_fs,isc_fs,104,815
2016/2017,03801,Ferrara,EMILIA ROMAGNA,SICILIA,imm_fs,isc_fs,48,555
2016/2017,03801,Ferrara,EMILIA ROMAGNA,TRENTO,imm_fs,isc_fs,40,221
2016/2017,03801,Ferrara,EMILIA ROMAGNA,VENETO,imm_fs,isc_fs,917,5637
2016/2017,04101,Carlo Bo,MARCHE,ABRUZZO,imm_fs,isc_fs,70,410
2016/2017,04101,Carlo Bo,MARCHE,BASILICATA,imm_fs,isc_fs,43,181
2016/2017,04101,Carlo Bo,MARCHE,CALABRIA,imm_fs,isc_fs,39,268
2016/2017,04101,Carlo Bo,MARCHE,CAMPANIA,imm_fs,isc_fs,69,516
2016/2017,04101,Carlo Bo,MARCHE,EMILIA ROMAGNA,imm_fs,isc_fs,414,1866
2016/2017,04101,Carlo Bo,MARCHE,INTERNAZIONALE,imm_fs,isc_fs,87,568
2016/2017,04101,Carlo Bo,MARCHE,LAZIO,imm_fs,isc_fs,24,253
2016/2017,04101,Carlo Bo,MARCHE,MARCHE,imm_nfs,isc_nfs,1208,6476
2016/2017,04101,Carlo Bo,MARCHE,MOLISE,imm_fs,isc_fs,18,98
2016/2017,04101,Carlo Bo,MARCHE,PUGLIA,imm_fs,isc_fs,291,1173
2016/2017,04101,Carlo Bo,MARCHE,SARDEGNA,imm_fs,isc_fs,30,231
2016/2017,04101,Carlo Bo,MARCHE,SICILIA,imm_fs,isc_fs,91,708
2016/2017,04101,Carlo Bo,MARCHE,UMBRIA,imm_fs,isc_fs,34,281
2016/2017,04101,Carlo Bo,MARCHE,VENETO,imm_fs,isc_fs,41,267
2016/2017,04201,Marche,MARCHE,ABRUZZO,imm_fs,isc_fs,352,1905
2016/2017,04201,Marche,MARCHE,EMILIA ROMAGNA,imm_fs,isc_fs,24,250
2016/2017,04201,Marche,MARCHE,INTERNAZIONALE,imm_fs,isc_fs,12,120
2016/2017,04201,Marche,MARCHE,MARCHE,imm_nfs,isc_nfs,1976,11286
2016/2017,04201,Marche,MARCHE,MOLISE,imm_fs,isc_fs,69,331
2016/2017,04201,Marche,MARCHE,PUGLIA,imm_fs,isc_fs,172,867
2016/2017,04201,Marche,MARCHE,SICILIA,imm_fs,isc_fs,12,96
2016/2017,04301,Macerata,MARCHE,ABRUZZO,imm_fs,isc_fs,253,888
2016/2017,04301,Macerata,MARCHE,BASILICATA,imm_fs,isc_fs,10,57
2016/2017,04301,Macerata,MARCHE,MARCHE,imm_nfs,isc_nfs,1276,7513
2016/2017,04301,Macerata,MARCHE,MOLISE,imm_fs,isc_fs,37,120
2016/2017,04301,Macerata,MARCHE,PUGLIA,imm_fs,isc_fs,126,648
2016/2017,04301,Macerata,MARCHE,UMBRIA,imm_fs,isc_fs,11,145
2016/2017,04302,Camerino,MARCHE,ABRUZZO,imm_fs,isc_fs,88,590
2016/2017,04302,Camerino,MARCHE,INTERNAZIONALE,imm_fs,isc_fs,39,336
2016/2017,04302,Camerino,MARCHE,LAZIO,imm_fs,isc_fs,42,598
2016/2017,04302,Camerino,MARCHE,MARCHE,imm_nfs,isc_nfs,702,3699
2016/2017,04302,Camerino,MARCHE,PUGLIA,imm_fs,isc_fs,11,348
2016/2017,04302,Camerino,MARCHE,UMBRIA,imm_fs,isc_fs,28,232
2016/2017,04801,Firenze,TOSCANA,ABRUZZO,imm_fs,isc_fs,28,253
2016/2017,04801,Firenze,TOSCANA,BASILICATA,imm_fs,isc_fs,66,484
2016/2017,04801,Firenze,TOSCANA,BOLZANO,imm_fs,isc_fs,20,78
2016/2017,04801,Firenze,TOSCANA,CALABRIA,imm_fs,isc_fs,188,1263
2016/2017,04801,Firenze,TOSCANA,CAMPANIA,imm_fs,isc_fs,84,731
2016/2017,04801,Firenze,TOSCANA,EMILIA ROMAGNA,imm_fs,isc_fs,116,924
2016/2017,04801,Firenze,TOSCANA,INTERNAZIONALE,imm_fs,isc_fs,173,1289
2016/2017,04801,Firenze,TOSCANA,LAZIO,imm_fs,isc_fs,72,563
2016/2017,04801,Firenze,TOSCANA,LIGURIA,imm_fs,isc_fs,44,324
2016/2017,04801,Firenze,TOSCANA,LOMBARDIA,imm_fs,isc_fs,21,446
2016/2017,04801,Firenze,TOSCANA,MARCHE,imm_fs,isc_fs,20,323
2016/2017,04801,Firenze,TOSCANA,MOLISE,imm_fs,isc_fs,12,156
2016/2017,04801,Firenze,TOSCANA,PUGLIA,imm_fs,isc_fs,113,910
2016/2017,04801,Firenze,TOSCANA,SARDEGNA,imm_fs,isc_fs,32,373
2016/2017,04801,Firenze,TOSCANA,SICILIA,imm_fs,isc_fs,128,1044
2016/2017,04801,Firenze,TOSCANA,TOSCANA,imm_nfs,isc_nfs,7296,40391
2016/2017,04801,Firenze,TOSCANA,TRENTO,imm_fs,isc_fs,16,105
2016/2017,04801,Firenze,TOSCANA,UMBRIA,imm_fs,isc_fs,94,552
2016/2017,04801,Firenze,TOSCANA,VENETO,imm_fs,isc_fs,49,470
2016/2017,04804,IUL,TOSCANA,LIGURIA,imm_fs,isc_fs,13,70
2016/2017,05001,Pisa,TOSCANA,ABRUZZO,imm_fs,isc_fs,47,331
2016/2017,05001,Pisa,TOSCANA,BASILICATA,imm_fs,isc_fs,66,708
2016/2017,05001,Pisa,TOSCANA,CALABRIA,imm_fs,isc_fs,209,1428
2016/2017,05001,Pisa,TOSCANA,CAMPANIA,imm_fs,isc_fs,113,904
2016/2017,05001,Pisa,TOSCANA,INTERNAZIONALE,imm_fs,isc_fs,77,439
2016/2017,05001,Pisa,TOSCANA,LAZIO,imm_fs,isc_fs,130,831
2016/2017,05001,Pisa,TOSCANA,LIGURIA,imm_fs,isc_fs,457,2515
2016/2017,05001,Pisa,TOSCANA,LOMBARDIA,imm_fs,isc_fs,12,402
2016/2017,05001,Pisa,TOSCANA,MARCHE,imm_fs,isc_fs,25,280
2016/2017,05001,Pisa,TOSCANA,MOLISE,imm_fs,isc_fs,28,225
2016/2017,05001,Pisa,TOSCANA,PUGLIA,imm_fs,isc_fs,182,1559
2016/2017,05001,Pisa,TOSCANA,SARDEGNA,imm_fs,isc_fs,120,948
2016/2017,05001,Pisa,TOSCANA,SICILIA,imm_fs,isc_fs,568,3163
2016/2017,05001,Pisa,TOSCANA,TOSCANA,imm_nfs,isc_nfs,5208,30287
2016/2017,05001,Pisa,TOSCANA,TRENTO,imm_fs,isc_fs,10,54
2016/2017,05001,Pisa,TOSCANA,UMBRIA,imm_fs,isc_fs,48,227
2016/2017,05201,Siena,TOSCANA,ABRUZZO,imm_fs,isc_fs,15,199
2016/2017,05201,Siena,TOSCANA,BASILICATA,imm_fs,isc_fs,70,538
2016/2017,05201,Siena,TOSCANA,CALABRIA,imm_fs,isc_fs,49,530
2016/2017,05201,Siena,TOSCANA,CAMPANIA,imm_fs,isc_fs,149,1273
2016/2017,05201,Siena,TOSCANA,INTERNAZIONALE,imm_fs,isc_fs,103,639
2016/2017,05201,Siena,TOSCANA,LAZIO,imm_fs,isc_fs,111,758
2016/2017,05201,Siena,TOSCANA,MOLISE,imm_fs,isc_fs,11,129
2016/2017,05201,Siena,TOSCANA,PUGLIA,imm_fs,isc_fs,147,1041
2016/2017,05201,Siena,TOSCANA,SARDEGNA,imm_fs,isc_fs,26,150
2016/2017,05201,Siena,TOSCANA,SICILIA,imm_fs,isc_fs,171,1336
2016/2017,05201,Siena,TOSCANA,TOSCANA,imm_nfs,isc_nfs,1225,7471
2016/2017,05201,Siena,TOSCANA,UMBRIA,imm_fs,isc_fs,73,411
2016/2017,05202,Siena Stranieri,TOSCANA,BASILICATA,imm_fs,isc_fs,11,59
2016/2017,05202,Siena Stranieri,TOSCANA,CALABRIA,imm_fs,isc_fs,17,64
2016/2017,05202,Siena Stranieri,TOSCANA,CAMPANIA,imm_fs,isc_fs,12,86
2016/2017,05202,Siena Stranieri,TOSCANA,INTERNAZIONALE,imm_fs,isc_fs,23,80
2016/2017,05202,Siena Stranieri,TOSCANA,PUGLIA,imm_fs,isc_fs,11,87
2016/2017,05202,Siena Stranieri,TOSCANA,SICILIA,imm_fs,isc_fs,73,295
2016/2017,05202,Siena Stranieri,TOSCANA,TOSCANA,imm_nfs,isc_nfs,296,1035
2016/2017,05401,Perugia,UMBRIA,ABRUZZO,imm_fs,isc_fs,59,294
2016/2017,05401,Perugia,UMBRIA,BASILICATA,imm_fs,isc_fs,114,470
2016/2017,05401,Perugia,UMBRIA,CALABRIA,imm_fs,isc_fs,207,868
2016/2017,05401,Perugia,UMBRIA,CAMPANIA,imm_fs,isc_fs,158,632
2016/2017,05401,Perugia,UMBRIA,INTERNAZIONALE,imm_fs,isc_fs,34,137
2016/2017,05401,Perugia,UMBRIA,LAZIO,imm_fs,isc_fs,328,1512
2016/2017,05401,Perugia,UMBRIA,MARCHE,imm_fs,isc_fs,186,799
2016/2017,05401,Perugia,UMBRIA,MOLISE,imm_fs,isc_fs,15,109
2016/2017,05401,Perugia,UMBRIA,PUGLIA,imm_fs,isc_fs,235,744
2016/2017,05401,Perugia,UMBRIA,SARDEGNA,imm_fs,isc_fs,12,106
2016/2017,05401,Perugia,UMBRIA,SICILIA,imm_fs,isc_fs,264,800
2016/2017,05401,Perugia,UMBRIA,TOSCANA,imm_fs,isc_fs,258,1065
2016/2017,05401,Perugia,UMBRIA,UMBRIA,imm_nfs,isc_nfs,3057,14795
2016/2017,05401,Perugia,UMBRIA,VENETO,imm_fs,isc_fs,10,149
2016/2017,05403,Perugia Stranieri,UMBRIA,INTERNAZIONALE,imm_fs,isc_fs,12,182
2016/2017,05403,Perugia Stranieri,UMBRIA,UMBRIA,imm_nfs,isc_nfs,83,486
2016/2017,05601,Tuscia,LAZIO,CALABRIA,imm_fs,isc_fs,14,94
2016/2017,05601,Tuscia,LAZIO,CAMPANIA,imm_fs,isc_fs,55,301
2016/2017,05601,Tuscia,LAZIO,LAZIO,imm_nfs,isc_nfs,1258,6024
2016/2017,05601,Tuscia,LAZIO,PUGLIA,imm_fs,isc_fs,23,244
2016/2017,05601,Tuscia,LAZIO,SICILIA,imm_fs,isc_fs,24,238
2016/2017,05601,Tuscia,LAZIO,TOSCANA,imm_fs,isc_fs,29,229
2016/2017,05601,Tuscia,LAZIO,UMBRIA,imm_fs,isc_fs,76,470
2016/2017,05801,La Sapienza,LAZIO,ABRUZZO,imm_fs,isc_fs,261,2069
2016/2017,05801,La Sapienza,LAZIO,BASILICATA,imm_fs,isc_fs,96,1058
2016/2017,05801,La Sapienza,LAZIO,CALABRIA,imm_fs,isc_fs,237,2456
2016/2017,05801,La Sapienza,LAZIO,CAMPANIA,imm_fs,isc_fs,562,4766
2016/2017,05801,La Sapienza,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,62,569
2016/2017,05801,La Sapienza,LAZIO,LAZIO,imm_nfs,isc_nfs,14142,79631
2016/2017,05801,La Sapienza,LAZIO,MARCHE,imm_fs,isc_fs,52,659
2016/2017,05801,La Sapienza,LAZIO,MOLISE,imm_fs,isc_fs,76,852
2016/2017,05801,La Sapienza,LAZIO,PUGLIA,imm_fs,isc_fs,255,2508
2016/2017,05801,La Sapienza,LAZIO,SARDEGNA,imm_fs,isc_fs,28,405
2016/2017,05801,La Sapienza,LAZIO,SICILIA,imm_fs,isc_fs,311,1990
2016/2017,05801,La Sapienza,LAZIO,TOSCANA,imm_fs,isc_fs,26,550
2016/2017,05801,La Sapienza,LAZIO,UMBRIA,imm_fs,isc_fs,239,1474
2016/2017,05802,Tor Vergata,LAZIO,ABRUZZO,imm_fs,isc_fs,59,535
2016/2017,05802,Tor Vergata,LAZIO,CALABRIA,imm_fs,isc_fs,50,765
2016/2017,05802,Tor Vergata,LAZIO,CAMPANIA,imm_fs,isc_fs,185,1675
2016/2017,05802,Tor Vergata,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,60,267
2016/2017,05802,Tor Vergata,LAZIO,LAZIO,imm_nfs,isc_nfs,4239,22669
2016/2017,05802,Tor Vergata,LAZIO,PUGLIA,imm_fs,isc_fs,74,913
2016/2017,05802,Tor Vergata,LAZIO,SICILIA,imm_fs,isc_fs,67,948
2016/2017,05802,Tor Vergata,LAZIO,UMBRIA,imm_fs,isc_fs,30,185
2016/2017,05803,Roma LUMSA,LAZIO,LAZIO,imm_nfs,isc_nfs,376,2919
2016/2017,05803,Roma LUMSA,LAZIO,PUGLIA,imm_fs,isc_fs,35,353
2016/2017,05803,Roma LUMSA,LAZIO,SICILIA,imm_fs,isc_fs,168,1343
2016/2017,05805,Roma LUISS,LAZIO,ABRUZZO,imm_fs,isc_fs,44,345
2016/2017,05805,Roma LUISS,LAZIO,BASILICATA,imm_fs,isc_fs,12,123
2016/2017,05805,Roma LUISS,LAZIO,CALABRIA,imm_fs,isc_fs,31,358
2016/2017,05805,Roma LUISS,LAZIO,CAMPANIA,imm_fs,isc_fs,226,1222
2016/2017,05805,Roma LUISS,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,12,91
2016/2017,05805,Roma LUISS,LAZIO,LAZIO,imm_nfs,isc_nfs,813,4108
2016/2017,05805,Roma LUISS,LAZIO,MARCHE,imm_fs,isc_fs,31,194
2016/2017,05805,Roma LUISS,LAZIO,MOLISE,imm_fs,isc_fs,10,112
2016/2017,05805,Roma LUISS,LAZIO,PUGLIA,imm_fs,isc_fs,84,611
2016/2017,05805,Roma LUISS,LAZIO,SICILIA,imm_fs,isc_fs,64,539
2016/2017,05805,Roma LUISS,LAZIO,TOSCANA,imm_fs,isc_fs,24,260
2016/2017,05805,Roma LUISS,LAZIO,UMBRIA,imm_fs,isc_fs,37,171
2016/2017,05806,Roma Foro Italico,LAZIO,LAZIO,imm_nfs,isc_nfs,288,1780
2016/2017,05807,Roma Tre,LAZIO,ABRUZZO,imm_fs,isc_fs,24,425
2016/2017,05807,Roma Tre,LAZIO,BASILICATA,imm_fs,isc_fs,14,220
2016/2017,05807,Roma Tre,LAZIO,CALABRIA,imm_fs,isc_fs,42,606
2016/2017,05807,Roma Tre,LAZIO,CAMPANIA,imm_fs,isc_fs,64,662
2016/2017,05807,Roma Tre,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,26,273
2016/2017,05807,Roma Tre,LAZIO,LAZIO,imm_nfs,isc_nfs,4798,27984
2016/2017,05807,Roma Tre,LAZIO,PUGLIA,imm_fs,isc_fs,45,558
2016/2017,05807,Roma Tre,LAZIO,TOSCANA,imm_fs,isc_fs,16,172
2016/2017,05807,Roma Tre,LAZIO,UMBRIA,imm_fs,isc_fs,25,289
2016/2017,05808,Campus Biomedico,LAZIO,LAZIO,imm_nfs,isc_nfs,160,894
2016/2017,05809,Roma UNINT,LAZIO,LAZIO,imm_nfs,isc_nfs,88,807
2016/2017,05810,Roma Marconi,LAZIO,CAMPANIA,imm_fs,isc_fs,19,934
2016/2017,05810,Roma Marconi,LAZIO,EMILIA ROMAGNA,imm_fs,isc_fs,27,419
2016/2017,05810,Roma Marconi,LAZIO,LAZIO,imm_nfs,isc_nfs,181,2221
2016/2017,05810,Roma Marconi,LAZIO,LIGURIA,imm_fs,isc_fs,26,320
2016/2017,05810,Roma Marconi,LAZIO,LOMBARDIA,imm_fs,isc_fs,112,1091
2016/2017,05810,Roma Marconi,LAZIO,PIEMONTE,imm_fs,isc_fs,10,307
2016/2017,05810,Roma Marconi,LAZIO,PUGLIA,imm_fs,isc_fs,16,608
2016/2017,05810,Roma Marconi,LAZIO,SICILIA,imm_fs,isc_fs,23,915
2016/2017,05810,Roma Marconi,LAZIO,TOSCANA,imm_fs,isc_fs,15,564
2016/2017,05810,Roma Marconi,LAZIO,VENETO,imm_fs,isc_fs,42,574
2016/2017,05811,Unitelma,LAZIO,CAMPANIA,imm_fs,isc_fs,21,202
2016/2017,05811,Unitelma,LAZIO,LAZIO,imm_nfs,isc_nfs,54,574
2016/2017,05812,Roma Europea,LAZIO,LAZIO,imm_nfs,isc_nfs,133,687
2016/2017,05813,Uninettuno,LAZIO,BASILICATA,imm_fs,isc_fs,24,155
2016/2017,05813,Uninettuno,LAZIO,CALABRIA,imm_fs,isc_fs,23,434
2016/2017,05813,Uninettuno,LAZIO,CAMPANIA,imm_fs,isc_fs,21,1059
2016/2017,05813,Uninettuno,LAZIO,INTERNAZIONALE,imm_fs,isc_fs,27,295
