anno_acc,id_ateneo,ateneo_breve,codice_classe,laurea,lau_totali,isc_femmine,isc_maschi,isc_totali,isc_1anno
2017/2018,02301,Verona,L-11,lingue e letterature straniere,97,NA,NA,NA,103
2017/2018,02301,Verona,L-12,lingue e culture per il turismo e il commercio internazionale,419,NA,NA,NA,531
2017/2018,02301,Verona,L-14,scienze dei servizi giuridici,52,NA,NA,NA,206
2017/2018,02301,Verona,L-18,economia aziendale,277,NA,NA,NA,367
2017/2018,02301,Verona,L-19,scienze dell'educazione,303,NA,NA,NA,195
2017/2018,02301,Verona,L-19,scienze della formazione nelle organizzazioni,23,NA,NA,NA,42
2017/2018,02301,Verona,L-20,scienze della comunicazione,145,NA,NA,NA,191
2017/2018,02301,Verona,L-22,scienze delle attivita motorie e sportive,161,NA,NA,NA,211
2017/2018,02301,Verona,L-24,scienze della formazione nelle organizzazioni,125,NA,NA,NA,166
2017/2018,02301,Verona,L-25,scienze e tecnologie viticole ed enologiche,46,NA,NA,NA,69
2017/2018,02301,Verona,L-31,bioinformatica,62,NA,NA,NA,76
2017/2018,02301,Verona,L-31,informatica,102,NA,NA,NA,232
2017/2018,02301,Verona,L-33,economia e commercio,263,NA,NA,NA,323
2017/2018,02301,Verona,L-35,matematica applicata,40,NA,NA,NA,74
2017/2018,02301,Verona,L-39,scienze del servizio sociale,48,NA,NA,NA,48
2017/2018,02301,Verona,L/SNT1,infermieristica,510,NA,NA,NA,670
2017/2018,02301,Verona,L/SNT1,ostetricia,21,NA,NA,NA,21
2017/2018,02301,Verona,L/SNT2,fisioterapia,55,NA,NA,NA,60
2017/2018,02301,Verona,L/SNT2,logopedia,23,NA,NA,NA,19
2017/2018,02301,Verona,L/SNT2,tecnica della riabilitazione psichiatrica,16,NA,NA,NA,15
2017/2018,02301,Verona,L/SNT3,igiene dentale,15,NA,NA,NA,28
2017/2018,02301,Verona,L/SNT3,tecniche di laboratorio biomedico,18,NA,NA,NA,20
2017/2018,02301,Verona,L/SNT3,"tecniche di radiologia medica, per immagini e radioterapia",19,NA,NA,NA,17
2017/2018,02301,Verona,L/SNT4,tecniche della prevenzione nell'ambiente e nei luoghi di lavoro,17,NA,NA,NA,15
2017/2018,02301,Verona,LM-07,biotecnologie agro-alimentari,19,NA,NA,NA,33
2017/2018,02301,Verona,LM-14,tradizione e interpretazione dei testi letterari,44,NA,NA,NA,51
2017/2018,02301,Verona,LM-16,banca e finanza,106,NA,NA,NA,73
2017/2018,02301,Verona,LM-19,editoria e giornalismo,79,NA,NA,NA,134
2017/2018,02301,Verona,LM-32,ingegneria e scienze informatiche,37,NA,NA,NA,56
2017/2018,02301,Verona,LM-38,lingue per la comunicazione turistica e commerciale,130,NA,NA,NA,187
2017/2018,02301,Verona,LM-41,medicina e chirurgia,185,NA,NA,NA,177
2017/2018,02301,Verona,LM-46,odontoiatria e protesi dentaria,25,NA,NA,NA,20
2017/2018,02301,Verona,LM-51,formazione e sviluppo delle risorse umane,31,NA,NA,NA,79
2017/2018,02301,Verona,LM-62,governance dell'emergenza,19,NA,NA,NA,34
2017/2018,02301,Verona,LM-67,scienze motorie preventive ed adattate,47,NA,NA,NA,56
2017/2018,02301,Verona,LM-68,scienze dello sport e della prestazione fisica,43,NA,NA,NA,55
2017/2018,02301,Verona,LM-77,direzione aziendale,71,NA,NA,NA,82
2017/2018,02301,Verona,LM-77,economia e legislazione d'impresa,118,NA,NA,NA,225
2017/2018,02301,Verona,LM-77,marketing e comunicazione d'impresa,57,NA,NA,NA,108
2017/2018,02301,Verona,LM-78,scienze filosofiche,26,NA,NA,NA,38
2017/2018,02301,Verona,LM-85,scienze pedagogiche,84,NA,NA,NA,165
2017/2018,02301,Verona,LM-87,servizio sociale in ambiti complessi,20,NA,NA,NA,33
2017/2018,02301,Verona,LM-89,arte,46,NA,NA,NA,54
2017/2018,02301,Verona,LM/SNT1,scienze infermieristiche e ostetriche,30,NA,NA,NA,32
2017/2018,02301,Verona,LM/SNT2,scienze riabilitative delle professioni sanitarie,19,NA,NA,NA,28
2017/2018,02301,Verona,LMG/01,giurisprudenza,163,NA,NA,NA,317
2017/2018,02701,Ca Foscari,L-01,conservazione e gestione dei beni e delle attivita culturali,244,NA,NA,NA,414
2017/2018,02701,Ca Foscari,L-05,filosofia,75,NA,NA,NA,102
2017/2018,02701,Ca Foscari,L-10,lettere,87,NA,NA,NA,129
2017/2018,02701,Ca Foscari,L-11,"lingue, civilta e scienze del linguaggio",653,NA,NA,NA,868
2017/2018,02701,Ca Foscari,L-11,"lingue, culture e societa dell'asia e dell'africa mediterranea",584,NA,NA,NA,670
2017/2018,02701,Ca Foscari,L-12,mediazione linguistica e culturale,61,NA,NA,NA,63
2017/2018,02701,Ca Foscari,L-18,economia aziendale,22,NA,NA,NA,635
2017/2018,02701,Ca Foscari,L-27,chimica e tecnologie sostenibili,57,NA,NA,NA,55
2017/2018,02701,Ca Foscari,L-31,informatica,65,NA,NA,NA,211
2017/2018,02701,Ca Foscari,L-32,scienze ambientali,43,NA,NA,NA,116
2017/2018,02701,Ca Foscari,L-33,commercio estero,242,NA,NA,NA,285
2017/2018,02701,Ca Foscari,L-33,economia e commercio,258,NA,NA,NA,382
2017/2018,02701,Ca Foscari,L-39,scienze della societa e del servizio sociale,68,NA,NA,NA,92
2017/2018,02701,Ca Foscari,L-42,storia,54,NA,NA,NA,93
2017/2018,02701,Ca Foscari,L-43,tecnologie per la conservazione e il restauro,22,NA,NA,NA,31
2017/2018,02701,Ca Foscari,LM-01,"antropologia culturale, etnologia, etnolinguistica",29,NA,NA,NA,58
2017/2018,02701,Ca Foscari,LM-02,"scienze dell'antichita: letterature, storia e archeologia",11,NA,NA,NA,22
2017/2018,02701,Ca Foscari,LM-05,storia e gestione del patrimonio archivistico e bibliografico,13,NA,NA,NA,18
2017/2018,02701,Ca Foscari,LM-14,filologia e letteratura italiana,56,NA,NA,NA,55
2017/2018,02701,Ca Foscari,LM-15,"scienze dell'antichita: letterature, storia e archeologia",21,NA,NA,NA,14
2017/2018,02701,Ca Foscari,LM-36,lingue e civilta dell'asia e dell'africa mediterranea,82,NA,NA,NA,101
2017/2018,02701,Ca Foscari,LM-37,"lingue e letterature europee, americane e postcoloniali",95,NA,NA,NA,105
2017/2018,02701,Ca Foscari,LM-38,"lingue, economie e istituzioni dell'asia e dell'africa mediterranea",190,NA,NA,NA,155
2017/2018,02701,Ca Foscari,LM-39,scienze del linguaggio,82,NA,NA,NA,146
2017/2018,02701,Ca Foscari,LM-49,sviluppo interculturale dei sistemi turistici,76,NA,NA,NA,74
2017/2018,02701,Ca Foscari,LM-52,relazioni internazionali comparate,32,NA,NA,NA,142
2017/2018,02701,Ca Foscari,LM-54,chimica e tecnologie sostenibili,17,NA,NA,NA,39
2017/2018,02701,Ca Foscari,LM-56,economia e finanza,62,NA,NA,NA,175
2017/2018,02701,Ca Foscari,LM-63,governance delle organizzazioni pubbliche,18,NA,NA,NA,30
2017/2018,02701,Ca Foscari,LM-75,scienze ambientali,28,NA,NA,NA,53
2017/2018,02701,Ca Foscari,LM-76,economia e gestione delle arti e delle attivita culturali,114,NA,NA,NA,205
2017/2018,02701,Ca Foscari,LM-77,"amministrazione, finanza e controllo",195,NA,NA,NA,221
2017/2018,02701,Ca Foscari,LM-77,economia e gestione delle aziende,234,NA,NA,NA,189
2017/2018,02701,Ca Foscari,LM-77,marketing e comunicazione,156,NA,NA,NA,172
2017/2018,02701,Ca Foscari,LM-78,scienze filosofiche,28,NA,NA,NA,31
2017/2018,02701,Ca Foscari,LM-84,storia dal medioevo all'eta contemporanea,35,NA,NA,NA,34
2017/2018,02701,Ca Foscari,LM-87,"lavoro, cittadinanza sociale, interculturalita",56,NA,NA,NA,43
2017/2018,02701,Ca Foscari,LM-89,storia delle arti e conservazione dei beni artistici,53,NA,NA,NA,98
2017/2018,02701,Ca Foscari,LM-94,"interpretariato e traduzione editoriale, settoriale",39,NA,NA,NA,62
2017/2018,02702,IUAV,L-04,design della moda e arti multimediali,89,NA,NA,NA,137
2017/2018,02702,IUAV,L-04,disegno industriale e multimedia,118,NA,NA,NA,165
2017/2018,02702,IUAV,L-17,architettura costruzione conservazione,210,NA,NA,NA,186
2017/2018,02702,IUAV,L-17,architettura: tecniche e culture del progetto,201,NA,NA,NA,207
2017/2018,02702,IUAV,L-21,urbanistica e pianificazione del territorio,43,NA,NA,NA,30
2017/2018,02702,IUAV,LM-04,architettura e culture del progetto,163,NA,NA,NA,191
2017/2018,02702,IUAV,LM-04,architettura e innovazione,71,NA,NA,NA,95
2017/2018,02702,IUAV,LM-04,architettura per il nuovo e l'antico,161,NA,NA,NA,88
2017/2018,02702,IUAV,LM-12,design del prodotto e della comunicazione visiva,50,NA,NA,NA,63
2017/2018,02702,IUAV,LM-48,"pianificazione e politiche per la citta, il territorio e l'ambiente",43,NA,NA,NA,33
2017/2018,02702,IUAV,LM-65,arti visive e moda,45,NA,NA,NA,56
2017/2018,02801,Padova,L-01,archeologia,49,NA,NA,NA,55
2017/2018,02801,Padova,L-01,storia e tutela dei beni artistici e musicali,64,NA,NA,NA,101
2017/2018,02801,Padova,L-02,biotecnologie,90,NA,NA,NA,115
2017/2018,02801,Padova,L-03,"discipline delle arti, della musica e dello spettacolo",84,NA,NA,NA,170
2017/2018,02801,Padova,L-05,filosofia,103,NA,NA,NA,157
2017/2018,02801,Padova,L-07,ingegneria civile,116,NA,NA,NA,132
2017/2018,02801,Padova,L-07,ingegneria per l'ambiente e il territorio,53,NA,NA,NA,71
2017/2018,02801,Padova,L-08,ingegneria biomedica,146,NA,NA,NA,336
2017/2018,02801,Padova,L-08,ingegneria dell'informazione,201,NA,NA,NA,281
2017/2018,02801,Padova,L-08,ingegneria elettronica,41,NA,NA,NA,107
2017/2018,02801,Padova,L-08,ingegneria informatica,62,NA,NA,NA,264
2017/2018,02801,Padova,L-09,ingegneria aerospaziale,108,NA,NA,NA,204
2017/2018,02801,Padova,L-09,ingegneria chimica e dei materiali,102,NA,NA,NA,187
2017/2018,02801,Padova,L-09,ingegneria dell'energia,180,NA,NA,NA,226
2017/2018,02801,Padova,L-09,ingegneria gestionale,192,NA,NA,NA,440
2017/2018,02801,Padova,L-09,ingegneria meccanica,215,NA,NA,NA,423
2017/2018,02801,Padova,L-10,lettere,135,NA,NA,NA,196
2017/2018,02801,Padova,L-13,biologia,61,NA,NA,NA,115
2017/2018,02801,Padova,L-13,biologia molecolare,44,NA,NA,NA,61
2017/2018,02801,Padova,L-14,consulente del lavoro,109,NA,NA,NA,166
2017/2018,02801,Padova,L-14,diritto dell'economia,73,NA,NA,NA,82
2017/2018,02801,Padova,L-15,progettazione e gestione del turismo culturale,106,NA,NA,NA,206
2017/2018,02801,Padova,L-18,economia,326,NA,NA,NA,410
2017/2018,02801,Padova,L-19,scienze dell'educazione e della formazione,254,NA,NA,NA,347
2017/2018,02801,Padova,L-20,comunicazione,129,NA,NA,NA,161
2017/2018,02801,Padova,L-21,riassetto del territorio e tutela del paesaggio,62,NA,NA,NA,54
2017/2018,02801,Padova,L-22,scienze motorie,96,NA,NA,NA,119
2017/2018,02801,Padova,L-24,scienze e tecniche psicologiche,78,NA,NA,NA,136
2017/2018,02801,Padova,L-24,scienze psicologiche cognitive e psicobiologiche,168,NA,NA,NA,171
2017/2018,02801,Padova,L-24,scienze psicologiche sociali e del lavoro,176,NA,NA,NA,189
2017/2018,02801,Padova,L-25,scienze e tecnologie agrarie,93,NA,NA,NA,90
2017/2018,02801,Padova,L-25,scienze e tecnologie viticole ed enologiche,51,NA,NA,NA,67
2017/2018,02801,Padova,L-25,tecnologie forestali e ambientali,79,NA,NA,NA,95
2017/2018,02801,Padova,L-26,scienze e cultura della gastronomia e della ristorazione,59,NA,NA,NA,69
2017/2018,02801,Padova,L-26,scienze e tecnologie alimentari,81,NA,NA,NA,95
2017/2018,02801,Padova,L-26,sicurezza igienico-sanitaria degli alimenti,61,NA,NA,NA,50
2017/2018,02801,Padova,L-27,chimica,66,NA,NA,NA,84
2017/2018,02801,Padova,L-27,chimica industriale,48,NA,NA,NA,49
2017/2018,02801,Padova,L-27,scienza dei materiali,21,NA,NA,NA,40
2017/2018,02801,Padova,L-29,scienze farmaceutiche applicate,36,NA,NA,NA,60
2017/2018,02801,Padova,L-30,astronomia,28,NA,NA,NA,111
2017/2018,02801,Padova,L-30,fisica,120,NA,NA,NA,170
2017/2018,02801,Padova,L-30,ottica e optometria,35,NA,NA,NA,35
2017/2018,02801,Padova,L-31,informatica,119,NA,NA,NA,128
2017/2018,02801,Padova,L-32,scienze e tecnologie per l'ambiente,50,NA,NA,NA,33
2017/2018,02801,Padova,L-32,scienze naturali,40,NA,NA,NA,77
2017/2018,02801,Padova,L-34,scienze geologiche,50,NA,NA,NA,70
2017/2018,02801,Padova,L-35,matematica,72,NA,NA,NA,136
2017/2018,02801,Padova,L-36,"scienze politiche, relazioni internazionali, diritti umani",196,NA,NA,NA,341
2017/2018,02801,Padova,L-36,"scienze politiche, studi internazionali, governo delle amministrazioni",164,NA,NA,NA,303
2017/2018,02801,Padova,L-38,scienze e tecnologie animali,58,NA,NA,NA,86
2017/2018,02801,Padova,L-39,servizio sociale,72,NA,NA,NA,74
2017/2018,02801,Padova,L-40,scienze sociologiche,155,NA,NA,NA,357
2017/2018,02801,Padova,L-41,statistica per l'economia e l'impresa,55,NA,NA,NA,144
2017/2018,02801,Padova,L-41,statistica per le tecnologie e le scienze,24,NA,NA,NA,63
2017/2018,02801,Padova,L-42,storia,64,NA,NA,NA,92
2017/2018,02801,Padova,L/SNT1,infermieristica,539,NA,NA,NA,638
2017/2018,02801,Padova,L/SNT1,ostetricia,11,NA,NA,NA,24
2017/2018,02801,Padova,L/SNT2,educazione professionale,42,NA,NA,NA,40
2017/2018,02801,Padova,L/SNT2,fisioterapia,84,NA,NA,NA,77
2017/2018,02801,Padova,L/SNT2,logopedia,18,NA,NA,NA,26
2017/2018,02801,Padova,L/SNT2,ortottica ed assistenza oftalmologica,8,NA,NA,NA,7
2017/2018,02801,Padova,L/SNT2,terapia della neuro e psicomotricita dell'eta evolutiva,15,NA,NA,NA,11
2017/2018,02801,Padova,L/SNT2,terapia occupazionale,9,NA,NA,NA,20
2017/2018,02801,Padova,L/SNT3,dietistica,17,NA,NA,NA,17
2017/2018,02801,Padova,L/SNT3,igiene dentale,31,NA,NA,NA,29
2017/2018,02801,Padova,L/SNT3,tecniche audioprotesiche,97,NA,NA,NA,100
2017/2018,02801,Padova,L/SNT3,tecniche di laboratorio biomedico,23,NA,NA,NA,12
2017/2018,02801,Padova,L/SNT3,"tecniche di radiologia medica, per immagini e radioterapia",40,NA,NA,NA,47
2017/2018,02801,Padova,L/SNT4,assistenza sanitaria,21,NA,NA,NA,36
2017/2018,02801,Padova,L/SNT4,tecniche della prevenzione nell'ambiente e nei luoghi di lavoro,30,NA,NA,NA,20
2017/2018,02801,Padova,LM-02,scienze archeologiche,43,NA,NA,NA,31
2017/2018,02801,Padova,LM-04CU,ingegneria edile-architettura,72,NA,NA,NA,75
2017/2018,02801,Padova,LM-06,biologia evoluzionistica,19,NA,NA,NA,44
2017/2018,02801,Padova,LM-06,biologia marina,13,NA,NA,NA,18
2017/2018,02801,Padova,LM-06,biologia molecolare,24,NA,NA,NA,27
2017/2018,02801,Padova,LM-06,biologia sanitaria,37,NA,NA,NA,34
2017/2018,02801,Padova,LM-08,biotecnologie industriali,23,NA,NA,NA,48
2017/2018,02801,Padova,LM-09,biotecnologie per l'alimentazione,22,NA,NA,NA,35
2017/2018,02801,Padova,LM-09,medical biotechnologies,33,NA,NA,NA,20
2017/2018,02801,Padova,LM-09,pharmaceutical biotechnologies - biotecnologie farmaceutiche,26,NA,NA,NA,31
2017/2018,02801,Padova,LM-13,chimica e tecnologia farmaceutiche,66,NA,NA,NA,90
2017/2018,02801,Padova,LM-13,farmacia,121,NA,NA,NA,166
2017/2018,02801,Padova,LM-14,filologia moderna,73,NA,NA,NA,83
2017/2018,02801,Padova,LM-15,lettere classiche e storia antica,26,NA,NA,NA,30
2017/2018,02801,Padova,LM-18,informatica,20,NA,NA,NA,38
2017/2018,02801,Padova,LM-20,ingegneria aerospaziale,31,NA,NA,NA,55
2017/2018,02801,Padova,LM-21,bioingegneria,54,NA,NA,NA,60
2017/2018,02801,Padova,LM-22,ingegneria chimica e dei processi industriali,51,NA,NA,NA,40
2017/2018,02801,Padova,LM-23,ingegneria civile,103,NA,NA,NA,200
2017/2018,02801,Padova,LM-25,ingegneria dell'automazione,47,NA,NA,NA,49
2017/2018,02801,Padova,LM-25,ingegneria meccatronica,15,NA,NA,NA,26
2017/2018,02801,Padova,LM-26,ingegneria della sicurezza civile e industriale,19,NA,NA,NA,44
2017/2018,02801,Padova,LM-28,ingegneria dell'energia elettrica,83,NA,NA,NA,64
2017/2018,02801,Padova,LM-29,ingegneria elettronica,55,NA,NA,NA,37
2017/2018,02801,Padova,LM-30,ingegneria energetica,99,NA,NA,NA,58
2017/2018,02801,Padova,LM-31,ingegneria gestionale,143,NA,NA,NA,127
2017/2018,02801,Padova,LM-32,ingegneria informatica,41,NA,NA,NA,55
2017/2018,02801,Padova,LM-33,ingegneria dell'innovazione del prodotto,44,NA,NA,NA,46
2017/2018,02801,Padova,LM-33,ingegneria meccanica,97,NA,NA,NA,98
2017/2018,02801,Padova,LM-35,environmental engineering,63,NA,NA,NA,59
2017/2018,02801,Padova,LM-37,lingue e letterature europee e americane,21,NA,NA,NA,44
2017/2018,02801,Padova,LM-38,lingue moderne per la comunicazione e la cooperazione internazionale,58,NA,NA,NA,95
2017/2018,02801,Padova,LM-39,linguistica,35,NA,NA,NA,50
2017/2018,02801,Padova,LM-40,matematica,65,NA,NA,NA,65
2017/2018,02801,Padova,LM-41,medicina e chirurgia,357,NA,NA,NA,345
2017/2018,02801,Padova,LM-42,medicina veterinaria,54,NA,NA,NA,182
2017/2018,02801,Padova,LM-46,odontoiatria e protesi dentaria,26,NA,NA,NA,28
2017/2018,02801,Padova,LM-50,management dei servizi educativi e formazione continua,34,NA,NA,NA,57
2017/2018,02801,Padova,LM-51,cognitive neuroscience and clinical neuropsychology,29,NA,NA,NA,31
2017/2018,02801,Padova,LM-51,neuroscienze e riabilitazione neuropsicologica,118,NA,NA,NA,109
2017/2018,02801,Padova,LM-51,psicologia clinica,119,NA,NA,NA,106
2017/2018,02801,Padova,LM-51,psicologia clinica dello sviluppo,77,NA,NA,NA,114
2017/2018,02801,Padova,LM-51,psicologia clinico-dinamica,170,NA,NA,NA,151
2017/2018,02801,Padova,LM-51,psicologia cognitiva applicata,70,NA,NA,NA,112
2017/2018,02801,Padova,LM-51,psicologia dello sviluppo e dell'educazione,91,NA,NA,NA,113
2017/2018,02801,Padova,LM-51,"psicologia sociale, del lavoro e della comunicazione",98,NA,NA,NA,113
2017/2018,02801,Padova,LM-52,human rights and multi-level governance,58,NA,NA,NA,74
2017/2018,02801,Padova,LM-52,politica internazionale e diplomazia,29,NA,NA,NA,44
2017/2018,02801,Padova,LM-53,ingegneria dei materiali,65,NA,NA,NA,52
2017/2018,02801,Padova,LM-53,scienza dei materiali,20,NA,NA,NA,28
2017/2018,02801,Padova,LM-54,chimica,36,NA,NA,NA,57
2017/2018,02801,Padova,LM-57,management dei servizi educativi e formazione continua,20,NA,NA,NA,19
2017/2018,02801,Padova,LM-58,astronomia,38,NA,NA,NA,28
2017/2018,02801,Padova,LM-60,scienze della natura,18,NA,NA,NA,22
2017/2018,02801,Padova,LM-63,scienze del governo e politiche pubbliche,25,NA,NA,NA,39
2017/2018,02801,Padova,LM-64,scienze delle religioni,10,NA,NA,NA,15
2017/2018,02801,Padova,LM-65,scienze dello spettacolo e produzione multimediale,16,NA,NA,NA,32
2017/2018,02801,Padova,LM-67,scienze e tecniche dell'attivita motoria preventiva e adattata,50,NA,NA,NA,46
2017/2018,02801,Padova,LM-69,scienze e tecnologie agrarie,52,NA,NA,NA,81
2017/2018,02801,Padova,LM-70,scienze e tecnologie alimentari,41,NA,NA,NA,52
2017/2018,02801,Padova,LM-71,chimica industriale,32,NA,NA,NA,33
2017/2018,02801,Padova,LM-73,forest science - scienze forestali,25,NA,NA,NA,24
2017/2018,02801,Padova,LM-73,scienze forestali e ambientali,60,NA,NA,NA,74
2017/2018,02801,Padova,LM-74,geologia e geologia tecnica,45,NA,NA,NA,37
2017/2018,02801,Padova,LM-75,scienze e tecnologie per l'ambiente e il territorio,21,NA,NA,NA,21
2017/2018,02801,Padova,LM-77,economia e diritto,39,NA,NA,NA,22
2017/2018,02801,Padova,LM-78,scienze filosofiche,69,NA,NA,NA,97
2017/2018,02801,Padova,LM-81,local development,11,NA,NA,NA,26
2017/2018,02801,Padova,LM-82,scienze statistiche,55,NA,NA,NA,53
2017/2018,02801,Padova,LM-84,scienze storiche,36,NA,NA,NA,48
2017/2018,02801,Padova,LM-85,"culture, formazione e societa' globale",53,NA,NA,NA,133
2017/2018,02801,Padova,LM-85 BIS,scienze della formazione primaria,227,NA,NA,NA,193
2017/2018,02801,Padova,LM-86,scienze e tecnologie animali,16,NA,NA,NA,36
2017/2018,02801,Padova,LM-87,scienze del servizio sociale,20,NA,NA,NA,50
2017/2018,02801,Padova,LM-88,"culture, formazione e societa' globale",21,NA,NA,NA,35
2017/2018,02801,Padova,LM-89,storia dell'arte,31,NA,NA,NA,47
2017/2018,02801,Padova,LM-90,studi europei,26,NA,NA,NA,42
2017/2018,02801,Padova,LM-92,strategie di comunicazione,35,NA,NA,NA,47
2017/2018,02801,Padova,LM/SNT1,scienze infermieristiche e ostetriche,10,NA,NA,NA,20
2017/2018,02801,Padova,LM/SNT2,scienze riabilitative delle professioni sanitarie,16,NA,NA,NA,20
2017/2018,02801,Padova,LM/SNT3,scienze delle professioni sanitarie tecniche diagnostiche,24,NA,NA,NA,25
2017/2018,02801,Padova,LM/SNT4,scienze delle professioni sanitarie della prevenzione,16,NA,NA,NA,18
2017/2018,02801,Padova,LMG/01,giurisprudenza,277,NA,NA,NA,421
2017/2018,03001,Udine,L-02,biotecnologie,36,NA,NA,NA,58
2017/2018,03001,Udine,L-07,ingegneria civile,27,NA,NA,NA,49
2017/2018,03001,Udine,L-08,ingegneria elettronica,24,NA,NA,NA,76
2017/2018,03001,Udine,L-08,ingegneria gestionale,27,NA,NA,NA,44
2017/2018,03001,Udine,L-09,ingegneria gestionale,111,NA,NA,NA,69
2017/2018,03001,Udine,L-09,ingegneria meccanica,73,NA,NA,NA,115
2017/2018,03001,Udine,L-10,lettere,67,NA,NA,NA,105
2017/2018,03001,Udine,L-11,lingue e letterature straniere,97,NA,NA,NA,76
2017/2018,03001,Udine,L-12,mediazione culturale,78,NA,NA,NA,94
2017/2018,03001,Udine,L-14,diritto per le imprese e le istituzioni,34,NA,NA,NA,145
2017/2018,03001,Udine,L-15,scienze e tecniche del turismo culturale,80,NA,NA,NA,104
2017/2018,03001,Udine,L-17,scienze dell'architettura,51,NA,NA,NA,38
2017/2018,03001,Udine,L-18,economia aziendale,292,NA,NA,NA,208
2017/2018,03001,Udine,L-20,relazioni pubbliche,77,NA,NA,NA,149
2017/2018,03001,Udine,L-20,scienze e tecnologie multimediali,26,NA,NA,NA,83
2017/2018,03001,Udine,L-22,scienze motorie,50,NA,NA,NA,84
2017/2018,03001,Udine,L-25,scienze agrarie,34,NA,NA,NA,81
2017/2018,03001,Udine,L-25,viticoltura ed enologia,114,NA,NA,NA,96
2017/2018,03001,Udine,L-26,scienze e tecnologie alimentari,79,NA,NA,NA,133
2017/2018,03001,Udine,L-31,informatica,63,NA,NA,NA,117
2017/2018,03001,Udine,L-31,scienze e tecnologie multimediali,36,NA,NA,NA,67
2017/2018,03001,Udine,L-32,scienze per l'ambiente e la natura,42,NA,NA,NA,67
2017/2018,03001,Udine,L-33,economia e commercio,30,NA,NA,NA,131
2017/2018,03001,Udine,L-35,matematica,14,NA,NA,NA,33
2017/2018,03001,Udine,L-38,allevamento e salute animale,27,NA,NA,NA,68
2017/2018,03001,Udine,L/SNT1,infermieristica,111,NA,NA,NA,129
2017/2018,03001,Udine,L/SNT2,educazione professionale,42,NA,NA,NA,50
2017/2018,03001,Udine,L/SNT2,fisioterapia,25,NA,NA,NA,24
2017/2018,03001,Udine,L/SNT3,tecniche di laboratorio biomedico,22,NA,NA,NA,13
2017/2018,03001,Udine,L/SNT3,"tecniche di radiologia medica, per immagini e radioterapia",11,NA,NA,NA,12
2017/2018,03001,Udine,LM-02,"scienze dell'antichita: archeologia, storia, letterature",9,NA,NA,NA,9
2017/2018,03001,Udine,LM-04,architettura,43,NA,NA,NA,48
2017/2018,03001,Udine,LM-14,italianistica,13,NA,NA,NA,20
2017/2018,03001,Udine,LM-18,comunicazione multimediale e tecnologie dell'informazione,11,NA,NA,NA,34
2017/2018,03001,Udine,LM-18,informatica,21,NA,NA,NA,24
2017/2018,03001,Udine,LM-23,ingegneria civile,27,NA,NA,NA,19
2017/2018,03001,Udine,LM-29,ingegneria elettronica,20,NA,NA,NA,21
2017/2018,03001,Udine,LM-31,ingegneria gestionale,64,NA,NA,NA,56
2017/2018,03001,Udine,LM-33,ingegneria meccanica,40,NA,NA,NA,43
2017/2018,03001,Udine,LM-35,ingegneria per l'ambiente e il territorio,10,NA,NA,NA,15
2017/2018,03001,Udine,LM-37,lingue e letterature europee ed extraeuropee,41,NA,NA,NA,52
2017/2018,03001,Udine,LM-40,matematica,15,NA,NA,NA,10
2017/2018,03001,Udine,LM-41,medicina e chirurgia,90,NA,NA,NA,103
2017/2018,03001,Udine,LM-56,economics - scienze economiche,11,NA,NA,NA,18
2017/2018,03001,Udine,LM-59,comunicazione integrata per le imprese e le organizzazioni,27,NA,NA,NA,50
2017/2018,03001,Udine,LM-68,scienza dello sport,36,NA,NA,NA,45
2017/2018,03001,Udine,LM-69,scienze e tecnologie agrarie,16,NA,NA,NA,27
2017/2018,03001,Udine,LM-69,"viticoltura, enologia e mercati vitivinicoli",21,NA,NA,NA,46
2017/2018,03001,Udine,LM-70,scienze e tecnologie alimentari,46,NA,NA,NA,36
2017/2018,03001,Udine,LM-77,banca e finanza,36,NA,NA,NA,33
2017/2018,03001,Udine,LM-77,economia aziendale,63,NA,NA,NA,82
2017/2018,03001,Udine,LM-85 BIS,scienze della formazione primaria,77,NA,NA,NA,147
2017/2018,03001,Udine,LM-86,allevamento e benessere animale,12,NA,NA,NA,14
2017/2018,03001,Udine,LM-89,storia dell'arte e conservazione dei beni storico-artistici,16,NA,NA,NA,13
2017/2018,03001,Udine,LM-94,traduzione e mediazione culturale,50,NA,NA,NA,68
2017/2018,03001,Udine,LMG/01,giurisprudenza,77,NA,NA,NA,198
2017/2018,03201,Trieste,L-02,scienze e tecnologie biologiche,45,NA,NA,NA,75
2017/2018,03201,Trieste,L-07,ingegneria civile e ambientale,34,NA,NA,NA,38
2017/2018,03201,Trieste,L-08,ingegneria elettronica e informatica,46,NA,NA,NA,120
2017/2018,03201,Trieste,L-09,ingegneria industriale,69,NA,NA,NA,163
2017/2018,03201,Trieste,L-09,ingegneria navale,32,NA,NA,NA,65
2017/2018,03201,Trieste,L-11,lingue e letterature straniere,102,NA,NA,NA,197
2017/2018,03201,Trieste,L-12,comunicazione interlinguistica applicata,137,NA,NA,NA,154
2017/2018,03201,Trieste,L-13,scienze e tecnologie biologiche,23,NA,NA,NA,59
2017/2018,03201,Trieste,L-16,scienze politiche e dell'amministrazione,58,NA,NA,NA,99
2017/2018,03201,Trieste,L-18,economia e gestione aziendale,99,NA,NA,NA,190
2017/2018,03201,Trieste,L-19,scienze dell'educazione,142,NA,NA,NA,200
2017/2018,03201,Trieste,L-24,scienze e tecniche psicologiche,109,NA,NA,NA,148
