anno_acc,id_ateneo,ateneo_breve,codice_classe,laurea,lau_totali,isc_femmine,isc_maschi,isc_totali,isc_1anno
2010/2011,01801,Pavia,LM-56,"economia, finanza ed integrazione internazionale",9,NA,NA,NA,48
2010/2011,01801,Pavia,LM-60,scienze della natura,10,NA,NA,NA,15
2010/2011,01801,Pavia,LM-77,economia e gestione delle imprese,36,NA,NA,NA,110
2010/2011,01801,Pavia,LM-77,economia e legislazione d'impresa,19,NA,NA,NA,75
2010/2011,01801,Pavia,LM-77,international business and economics,21,NA,NA,NA,80
2010/2011,01801,Pavia,LMG/01,giurisprudenza,129,NA,NA,NA,357
2010/2011,01801,Pavia,SNT1,infermieristica,165,NA,NA,NA,281
2010/2011,01801,Pavia,SNT1,ostetricia,19,NA,NA,NA,20
2010/2011,01801,Pavia,SNT1/S,scienze infermieristiche ed ostetriche,14,NA,NA,NA,16
2010/2011,01801,Pavia,SNT2,fisioterapia,38,NA,NA,NA,41
2010/2011,01801,Pavia,SNT2,ortottica ed assistenza oftalmologica,12,NA,NA,NA,14
2010/2011,01801,Pavia,SNT2,tecnica della riabilitazione psichiatrica,11,NA,NA,NA,15
2010/2011,01801,Pavia,SNT2,terapia della neuro e psicomotricita dell'eta evolutiva,14,NA,NA,NA,15
2010/2011,01801,Pavia,SNT2,terapia occupazionale,10,NA,NA,NA,15
2010/2011,01801,Pavia,SNT3,dietistica,16,NA,NA,NA,18
2010/2011,01801,Pavia,SNT3,igiene dentale,9,NA,NA,NA,16
2010/2011,01801,Pavia,SNT3,tecniche di laboratorio biomedico,12,NA,NA,NA,15
2010/2011,01801,Pavia,SNT3,"tecniche di radiologia medica, per immagini e radioterapia",47,NA,NA,NA,40
2010/2011,01801,Pavia,SNT3/S,scienze delle professioni sanitarie tecniche diagnostiche,17,NA,NA,NA,15
2010/2011,01801,Pavia,SNT4,tecniche della prevenzione nell'ambiente e nei luoghi di lavoro,15,NA,NA,NA,21
2010/2011,02101,Bolzano,18-BIS,scienze della formazione primaria,263,NA,NA,NA,210
2010/2011,02101,Bolzano,LM-18,informatica,10,NA,NA,NA,41
2010/2011,02201,Trento,L-01,beni culturali,12,NA,NA,NA,180
2010/2011,02201,Trento,L-02,scienze e tecnologie biomolecolari,34,NA,NA,NA,71
2010/2011,02201,Trento,L-05,filosofia,15,NA,NA,NA,84
2010/2011,02201,Trento,L-07,ingegneria civile,9,NA,NA,NA,148
2010/2011,02201,Trento,L-08,ingegneria elettronica e delle telecomunicazioni,9,NA,NA,NA,88
2010/2011,02201,Trento,L-09,ingegneria industriale,14,NA,NA,NA,175
2010/2011,02201,Trento,L-10,studi storici e filologico-letterari,28,NA,NA,NA,148
2010/2011,02201,Trento,L-18,amministrazione aziendale e diritto,24,NA,NA,NA,125
2010/2011,02201,Trento,L-18,economia e management,27,NA,NA,NA,117
2010/2011,02201,Trento,L-18,gestione aziendale,29,NA,NA,NA,311
2010/2011,02201,Trento,L-24,scienze e tecniche di psicologia cognitiva,48,NA,NA,NA,281
2010/2011,02201,Trento,L-30,fisica,24,NA,NA,NA,94
2010/2011,02201,Trento,L-31,informatica,11,NA,NA,NA,147
2010/2011,02201,Trento,L-33,economia e management,24,NA,NA,NA,109
2010/2011,02201,Trento,L-35,matematica,17,NA,NA,NA,215
2010/2011,02201,Trento,L-36,studi internazionali,57,NA,NA,NA,205
2010/2011,02201,Trento,L-39,servizio sociale,17,NA,NA,NA,70
2010/2011,02201,Trento,L-40,sociologia,89,NA,NA,NA,256
2010/2011,02201,Trento,L-40,studi internazionali,8,NA,NA,NA,33
2010/2011,02201,Trento,LM-18,informatica,48,NA,NA,NA,76
2010/2011,02201,Trento,LM-27,ingegneria delle telecomunicazioni,10,NA,NA,NA,58
2010/2011,02201,Trento,LM-40,matematica,8,NA,NA,NA,37
2010/2011,02201,Trento,LM-51,psicologia,46,NA,NA,NA,81
2010/2011,02201,Trento,LM-55,cognitive science,8,NA,NA,NA,27
2010/2011,02201,Trento,LM-77,international management,9,NA,NA,NA,19
2010/2011,02201,Trento,LM-77,management e consulenza aziendale,80,NA,NA,NA,223
2010/2011,02201,Trento,LM-87,metodologia e organizzazione del servizio sociale,8,NA,NA,NA,45
2010/2011,02201,Trento,LM-88,"lavoro, organizzazione e sistemi informativi",21,NA,NA,NA,50
2010/2011,02201,Trento,LM-88,"societa', territorio e ambiente",14,NA,NA,NA,41
2010/2011,02201,Trento,LM-88,sociologia e ricerca sociale,12,NA,NA,NA,34
2010/2011,02201,Trento,LM-89,conservazione e gestione dei beni culturali,9,NA,NA,NA,57
2010/2011,02201,Trento,LMG/01,giurisprudenza,223,NA,NA,NA,494
2010/2011,02301,Verona,L-01,beni culturali,53,NA,NA,NA,153
2010/2011,02301,Verona,L-02,biotecnologie,11,NA,NA,NA,438
2010/2011,02301,Verona,L-05,filosofia,21,NA,NA,NA,84
2010/2011,02301,Verona,L-10,lettere,30,NA,NA,NA,145
2010/2011,02301,Verona,L-11,lingue e letterature straniere,12,NA,NA,NA,130
2010/2011,02301,Verona,L-12,lingue e culture per il turismo e il commercio internazionale,59,NA,NA,NA,621
2010/2011,02301,Verona,L-19,scienze dell'educazione,16,NA,NA,NA,472
2010/2011,02301,Verona,L-20,scienze della comunicazione,24,NA,NA,NA,213
2010/2011,02301,Verona,L-22,scienze delle attivita motorie e sportive,20,NA,NA,NA,220
2010/2011,02301,Verona,L-31,bioinformatica,19,NA,NA,NA,26
2010/2011,02301,Verona,L-31,informatica,23,NA,NA,NA,117
2010/2011,02301,Verona,L-35,matematica applicata,30,NA,NA,NA,65
2010/2011,02301,Verona,LM-02,discipline artistiche e archeologiche,11,NA,NA,NA,6
2010/2011,02301,Verona,LM-07,biotecnologie agro-alimentari,13,NA,NA,NA,12
2010/2011,02301,Verona,LM-14,tradizione e interpretazione dei testi letterari,37,NA,NA,NA,64
2010/2011,02301,Verona,LM-19,editoria e giornalismo,49,NA,NA,NA,90
2010/2011,02301,Verona,LM-38,lingue per la comunicazione turistica e commerciale,10,NA,NA,NA,129
2010/2011,02301,Verona,LM-56,economia delle imprese e dei mercati internazionali,13,NA,NA,NA,47
2010/2011,02301,Verona,LM-77,direzione aziendale,11,NA,NA,NA,73
2010/2011,02301,Verona,LM-77,economia e legislazione d'impresa,25,NA,NA,NA,137
2010/2011,02301,Verona,LM-77,marketing e comunicazione d'impresa,20,NA,NA,NA,85
2010/2011,02301,Verona,LM-78,scienze filosofiche,23,NA,NA,NA,42
2010/2011,02301,Verona,LM-84,storia e geografia dell'europa,16,NA,NA,NA,19
2010/2011,02301,Verona,LM-89,discipline artistiche e archeologiche,30,NA,NA,NA,53
2010/2011,02301,Verona,LMG/01,giurisprudenza,58,NA,NA,NA,318
2010/2011,02701,Ca Foscari,L-01,conservazione e gestione dei beni e delle attivita culturali,54,NA,NA,NA,261
2010/2011,02701,Ca Foscari,L-05,filosofia,13,NA,NA,NA,104
2010/2011,02701,Ca Foscari,L-10,lettere,41,NA,NA,NA,108
2010/2011,02701,Ca Foscari,L-11,lingue e civilta moderne e contemporanee,117,NA,NA,NA,640
2010/2011,02701,Ca Foscari,L-11,lingue e culture del mediterraneo e del medio oriente,32,NA,NA,NA,101
2010/2011,02701,Ca Foscari,L-11,lingue e scienze del linguaggio,18,NA,NA,NA,81
2010/2011,02701,Ca Foscari,L-11,"lingue, culture e societa dell'asia orientale",155,NA,NA,NA,497
2010/2011,02701,Ca Foscari,L-12,mediazione linguistica e culturale,39,NA,NA,NA,68
2010/2011,02701,Ca Foscari,L-18,economia aziendale,93,NA,NA,NA,521
2010/2011,02701,Ca Foscari,L-18,economics and management,24,NA,NA,NA,107
2010/2011,02701,Ca Foscari,L-31,informatica,28,NA,NA,NA,90
2010/2011,02701,Ca Foscari,L-33,commercio estero,39,NA,NA,NA,140
2010/2011,02701,Ca Foscari,L-33,economia e commercio,50,NA,NA,NA,335
2010/2011,02701,Ca Foscari,L-39,scienze della societa e del servizio sociale,48,NA,NA,NA,89
2010/2011,02701,Ca Foscari,L-41,statistica e informatica per la gestione delle imprese,9,NA,NA,NA,45
2010/2011,02701,Ca Foscari,L-42,storia,8,NA,NA,NA,63
2010/2011,02701,Ca Foscari,L-43,tecnologie per la conservazione e il restauro,10,NA,NA,NA,49
2010/2011,02701,Ca Foscari,LM-01,"antropologia culturale, etnologia, etnolinguistica",14,NA,NA,NA,36
2010/2011,02701,Ca Foscari,LM-02,"scienze dell'antichita: letterature, storia e archeologia",13,NA,NA,NA,39
2010/2011,02701,Ca Foscari,LM-14,filologia e letteratura italiana,32,NA,NA,NA,47
2010/2011,02701,Ca Foscari,LM-36,"asia meridionale e occidentale: lingue, culture e istituzioni",22,NA,NA,NA,21
2010/2011,02701,Ca Foscari,LM-36,lingue e culture dell'asia orientale,61,NA,NA,NA,88
2010/2011,02701,Ca Foscari,LM-37,"lingue e letterature europee, americane e postcoloniali",57,NA,NA,NA,76
2010/2011,02701,Ca Foscari,LM-39,scienze del linguaggio,35,NA,NA,NA,50
2010/2011,02701,Ca Foscari,LM-45,musicologia e scienze dello spettacolo,8,NA,NA,NA,19
2010/2011,02701,Ca Foscari,LM-54,scienze chimiche per la conservazione e il restauro,24,NA,NA,NA,22
2010/2011,02701,Ca Foscari,LM-56,economia,51,NA,NA,NA,30
2010/2011,02701,Ca Foscari,LM-56,economia degli scambi internazionali,23,NA,NA,NA,42
2010/2011,02701,Ca Foscari,LM-75,scienze ambientali,28,NA,NA,NA,26
2010/2011,02701,Ca Foscari,LM-76,economia e gestione delle arti e delle attivita culturali,50,NA,NA,NA,98
2010/2011,02701,Ca Foscari,LM-77,"amministrazione, finanza e controllo",104,NA,NA,NA,107
2010/2011,02701,Ca Foscari,LM-77,economia e finanza,46,NA,NA,NA,97
2010/2011,02701,Ca Foscari,LM-77,economia e gestione delle aziende,97,NA,NA,NA,100
2010/2011,02701,Ca Foscari,LM-77,marketing e comunicazione,46,NA,NA,NA,93
